Ch2 tests
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
v,35,cs,6716.958475119456,d=6084.345475246204
v,38,cs,6239.695466505088,d=6745.993802535017
v,37,cs,6381.7561775448485,d=6374.944614027686
v,34,cs,6872.9792006286625,d=6265.783692654624
v,30,cs,7376.758630659894,d=6144.945688170091
v,28,cs,7894.051039120369,d=5950.937390085922
./data/A-n63-k9.vrp,COMMENT : (Augerat et al, Min no of trucks: 9, Best value: 1634),
v,58,cs,4779.997024029993,d=8175.362875499498
v,30,cs,7484.075193166971,d=6068.6812158981165
v,34,cs,6944.741743372795,d=6331.5967916776435
v,28,cs,7947.541676567828,d=6012.4840160275535
v,40,cs,6233.343570871518,d=6677.853051643857
v,33,cs,7039.891770067854,d=6053.194439770353
v,53,cs,4882.807382464529,d=7976.5330909637705
v,47,cs,5493.417049145906,d=7338.963660875741
v,36,cs,6475.710649615442,d=6516.997194755972
v,38,cs,6397.521115090237,d=6583.359994015216
v,31,cs,7361.343668133217,d=5814.595303233458
v,52,cs,5140.727821118191,d=7700.370106093754
v,42,cs,5934.484877011432,d=6685.99956222489
v,56,cs,4875.935460667542,d=8117.1246424567735
v,48,cs,5458.683520574436,d=7371.10499172929
v,51,cs,5259.073339918397,d=7734.962853702835
v,49,cs,5367.956193205834,d=7450.30180968991
v,35,cs,6712.516818129429,d=6536.418074481257
v,32,cs,7197.946775681228,d=6528.495959166384
v,29,cs,7749.868121635524,d=5797.483831354888
v,39,cs,6259.611504297252,d=7208.123126055281
v,37,cs,6433.333004116084,d=6546.993751484525
v,27,cs,8175.314446328588,d=5670.481769441968
v,25,cs,8274.275004292664,d=5510.185131509389
v,13,cs,13723.9384233216,d=4386.002662159572
v,12,cs,15351.47518887208,d=4070.24510316065
v,16,cs,12861.30708743754,d=4212.571533011602
v,19,cs,10652.457042538379,d=4928.4317519793985
v,21,cs,10410.978166608387,d=5382.830361899442
v,18,cs,11086.533437528806,d=4894.615870275682
v,24,cs,9610.434290857944,d=5261.432952977066
./data/A-n63-k9.vrp,COMMENT : (Augerat et al, Min no of trucks: 9, Best value: 1634),
v,14,cs,13853.345257396397,d=4275.109783071226
v,31,cs,7184.7806448051715,d=6305.923812382699
v,21,cs,10335.335633902692,d=5339.048775311622
v,26,cs,8883.157309419872,d=5784.66072792614
v,25,cs,9196.480061077977,d=5465.724153419299
v,23,cs,9660.346366365928,d=5759.298865657803
v,27,cs,8382.467151276722,d=5819.369202080019
v,28,cs,8343.923364727369,d=6011.183912424535
v,10,cs,15697.832058898788,d=4227.442712797479
v,16,cs,13191.898626669994,d=4746.883255645497
v,18,cs,10395.974313793671,d=4883.471172692972
v,29,cs,7413.9316495991925,d=6282.337461039163
v,34,cs,6686.111747365775,d=6638.841084198764
v,63,cs,4360.9691135290295,d=8721.938227058059
v,47,cs,5672.488287697016,d=7426.128666440681
v,52,cs,5196.825146587929,d=7644.614754493575
v,50,cs,5262.62442249876,d=7396.184882385476
v,48,cs,5441.588969628352,d=7553.495801073377
v,45,cs,5880.064196411156,d=7403.370674510243
v,49,cs,5434.750075138371,d=7543.128851194312
v,46,cs,5771.370401341471,d=7199.957720240184
v,32,cs,7039.004565928324,d=6031.8811362087745
v,40,cs,6146.199810580818,d=6820.246804688588
v,37,cs,6505.599590771148,d=6976.813765393291
v,38,cs,6501.831651352662,d=7011.917279096746
Grand front,A-n63-k9.vrp,n,40,obj0Max,63.0,obj0Min,10.0,obj1Max,15697.832058898788,obj1Min,4360.9691135290295
V,24,CS,8944.25005562283
V,33,CS,6884.560137956378
V,43,CS,5817.63033793945
V,35,CS,6307.11867797596
V,15,CS,12955.855305258408
V,51,CS,5094.852030188624
V,22,CS,9594.064341252655
V,63,CS,4360.9691135290295
V,50,CS,5152.0268360682485
V,28,CS,7587.819070762875
V,17,CS,12228.142088869414
V,41,CS,5854.057677140712
V,12,CS,14624.977205455129
V,45,CS,5588.188130032877
V,20,CS,10185.98620107584
V,39,CS,6215.572879012072
V,21,CS,10074.27613551334
V,49,CS,5239.563231704515
V,48,CS,5367.9135733910025
V,46,CS,5519.667443532758
V,27,CS,8132.91247085509
V,16,CS,12621.14753415526
V,40,CS,6122.332087413061
V,23,CS,9590.292458321528
V,63,CS,4360.9691135290295
V,56,CS,4870.737998470631
V,31,CS,6952.630628795701
V,32,CS,6942.745481789796
V,38,CS,6239.695466505088
V,30,CS,7376.758630659894
V,58,CS,4779.997024029993
V,53,CS,4882.807382464529
V,47,CS,5493.417049145906
V,25,CS,8274.275004292664
V,13,CS,13723.9384233216
V,10,CS,15697.832058898788
V,18,CS,10395.974313793671
V,29,CS,7413.9316495991925
V,34,CS,6686.111747365775
V,63,CS,4360.9691135290295
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,30,cs,5009.4694675281635,d=4796.860918408095
v,29,cs,5316.208145165422,d=4491.444227349822
v,35,cs,4417.203316429395,d=4682.319711061892
v,31,cs,4901.265163215954,d=4485.67001992145
v,24,cs,6502.685820503406,d=4206.8609035715635
v,27,cs,5463.092761904568,d=4371.525611444296
v,26,cs,5654.5106364831045,d=4371.832193231613
v,25,cs,6493.050049799087,d=4047.4303848705617
v,36,cs,4269.5299769478615,d=4523.961595476139
v,45,cs,3661.463990621777,d=5293.193720141083
v,32,cs,4812.736852895457,d=4460.952966853424
v,42,cs,3937.2127922464265,d=5110.3176594128045
v,34,cs,4600.517771142216,d=4627.003360002623
v,40,cs,4010.993790796253,d=4680.130216634822
v,39,cs,4152.570818193138,d=4727.387528915654
v,63,cs,2880.5617344972006,d=5761.123468994401
v,56,cs,3213.4437456599944,d=5525.070232824391
v,54,cs,3344.788750915297,d=5363.020453872639
v,55,cs,3280.2040352880526,d=5427.53349058563
v,53,cs,3376.7940422605325,d=5159.548064565681
v,48,cs,3558.1824885943956,d=5329.010951504375
v,49,cs,3381.7931685731246,d=5468.69653241632
v,43,cs,3748.7280914042285,d=4834.014619571159
v,33,cs,4680.411329994484,d=4632.626766871593
v,38,cs,4203.595665984195,d=4819.909597195405
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,32,cs,4722.147770944291,d=4778.197989451394
v,34,cs,4447.211538917404,d=4615.580785371796
v,29,cs,4938.021038350741,d=4120.915519576075
v,26,cs,5793.963226576445,d=4174.448697060907
v,35,cs,4392.072634260421,d=4616.583037574074
v,36,cs,4289.290471765554,d=4700.000680135073
v,27,cs,5239.034715161473,d=4176.567233744388
v,31,cs,4867.209353165075,d=4568.937791691676
v,48,cs,3533.3898723392344,d=5060.0444275681675
v,46,cs,3850.2759676581463,d=5077.378710878081
v,47,cs,3720.4978810564917,d=5031.028992163746
v,38,cs,4045.5373987938196,d=4859.099655191424
v,41,cs,3947.49882111345,d=5111.30421204206
v,37,cs,4166.6119612972,d=4599.781686144642
v,11,cs,10246.527498319192,d=3477.269423063522
v,17,cs,7910.8310809253,d=3877.6239247861613
v,20,cs,7484.787100919892,d=3999.7810159987816
v,16,cs,8854.104250631744,d=3947.46342538332
v,18,cs,7785.739333451344,d=4111.280966495175
v,22,cs,6744.315357724042,d=3898.6247214561777
v,21,cs,6864.080903804799,d=4016.707356471822
v,23,cs,6376.448654508371,d=3964.0024531676772
v,24,cs,6342.813735301738,d=4403.648995578562
v,33,cs,4596.812036020812,d=4732.535424833109
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,30,cs,4786.317312072625,d=4370.2949225666525
v,32,cs,4765.22471820879,d=4745.156830387352
v,33,cs,4473.567226737762,d=4798.745953744831
v,38,cs,4178.117094459241,d=4671.757413060262
v,36,cs,4343.700141732038,d=4675.038479192514
v,11,cs,9855.939659590731,d=3474.8317032112095
v,16,cs,9304.142731760314,d=3893.2277741088105
v,18,cs,7821.665746858945,d=3944.35188345409
v,17,cs,8092.464305457424,d=3883.299947881621
v,22,cs,7016.608896351154,d=3948.79643844599
v,23,cs,6921.356483000742,d=4187.963269367855
v,21,cs,7393.0663197113145,d=4192.220536513614
v,25,cs,5925.6877852313855,d=4400.974464234011
v,26,cs,5776.4653611207095,d=4237.667817342704
v,63,cs,2880.561734497201,d=5761.123468994402
v,52,cs,3304.5964684336323,d=5450.017650527186
v,51,cs,3580.1232645723117,d=5334.405191862988
v,47,cs,3777.0514377020477,d=5118.529140065092
v,48,cs,3611.626925917421,d=5192.503698787625
v,42,cs,3809.7489644537723,d=5086.790610194175
v,41,cs,4017.3426446917974,d=4944.827583583296
v,40,cs,4142.950277283292,d=4811.778787948364
v,37,cs,4313.1480790495425,d=4787.063367299206
v,28,cs,5278.235374282572,d=4079.611429732438
v,27,cs,5421.368046493176,d=4439.897057090979
v,24,cs,6175.902613570364,d=4379.2611818732985
v,29,cs,4856.873761575282,d=4556.652274571295
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,22,cs,7665.694916866107,d=4034.6650035495168
v,33,cs,4635.426414674236,d=4487.561990653367
v,40,cs,3957.511490294477,d=5007.0083505846615
v,35,cs,4480.148217905016,d=4866.263136441314
v,31,cs,4641.08989891809,d=4291.0774104465445
v,29,cs,4919.8312399660845,d=4190.325956433
v,57,cs,3190.504326128961,d=5475.467970416492
v,51,cs,3455.7008968864384,d=5054.407333344322
v,47,cs,3813.9150314271183,d=4836.451386351376
v,53,cs,3390.2384047841497,d=5345.366693508984
v,48,cs,3762.214864233553,d=5087.578199054609
v,39,cs,3981.969503630136,d=4798.132216011807
v,44,cs,3931.10205864628,d=5030.713708601846
v,27,cs,5549.000300395414,d=4053.7321657737866
v,63,cs,2880.561734497201,d=5761.123468994402
v,54,cs,3380.385385495264,d=5466.148074920254
v,46,cs,3881.6736989481838,d=5211.87570346495
v,49,cs,3671.456723948841,d=5194.055521985117
v,34,cs,4548.490865396701,d=4639.864784607645
v,38,cs,4190.423164378196,d=4817.075588596191
v,25,cs,6112.747143542608,d=4168.54268536833
v,26,cs,5839.648660307875,d=4229.271792388727
v,36,cs,4292.343736705143,d=4878.3884835886765
v,28,cs,5418.038849617199,d=4482.187085201062
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,19,cs,7807.925441661505,d=3959.4488595422777
v,45,cs,3660.3669832816036,d=5139.393789437255
v,29,cs,5009.511482245145,d=4482.361754418505
v,32,cs,4699.145779549703,d=4596.296987513931
v,34,cs,4422.90118293815,d=4684.228662498607
v,33,cs,4484.649081652128,d=4827.1251696457975
v,24,cs,6492.881937722372,d=3977.6894100754535
v,23,cs,6613.248347619949,d=4101.183481906127
v,28,cs,5411.173634115252,d=4574.373572395333
v,31,cs,4792.653035859629,d=4415.265282851062
v,36,cs,4316.3725215470795,d=4674.259380038951
v,38,cs,4167.315998147145,d=4826.6342570740835
v,53,cs,3361.3575220923963,d=5449.622436912639
v,47,cs,3638.815057082883,d=5145.109233364431
v,51,cs,3491.9868202859593,d=5243.394580696553
v,48,cs,3558.462747264458,d=5141.350666345377
v,44,cs,3801.4433927898713,d=5141.754281679332
v,41,cs,3853.6456525448475,d=5044.840202579712
v,39,cs,3951.553664909404,d=4868.34640498976
v,25,cs,5960.289481433,d=4388.5125046677595
v,26,cs,5712.2231904779655,d=4213.803325282038
v,27,cs,5651.179362366933,d=4115.410038292037
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,30,cs,4744.475774699932,d=4461.6450242895835
v,39,cs,4224.731116687546,d=4848.239774748729
v,63,cs,2880.5617344972015,d=5761.123468994403
v,53,cs,3425.5518016466176,d=5273.2538224756945
v,33,cs,4419.969013289788,d=4848.769104170826
v,35,cs,4383.889257560669,d=4491.193410109237
v,28,cs,5270.97813927365,d=4405.114579361908
v,26,cs,5613.68972743287,d=4331.156488374722
v,24,cs,6129.772686016691,d=4113.6485487426535
v,21,cs,7363.405780473588,d=3961.589616704498
v,23,cs,6565.670506242975,d=3937.8832769263895
v,27,cs,5374.038092052893,d=4473.578164370898
v,22,cs,6812.789924723508,d=4235.482795516276
v,20,cs,7866.907828058606,d=4138.385781585464
v,25,cs,5956.153857707744,d=4244.651819009439
v,40,cs,4161.377881921367,d=4969.159486068633
v,32,cs,4710.929450712828,d=4734.715161602974
v,29,cs,4826.947787358217,d=4394.562082511815
v,37,cs,4296.072991053817,d=4882.761305502945
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,29,cs,5104.675339625212,d=4390.591108874068
v,31,cs,4917.578064385748,d=4320.443242609292
v,12,cs,9967.76997385426,d=3538.8966928317654
v,22,cs,6629.358061370886,d=4003.326574312251
v,33,cs,4412.960470689152,d=4728.110865827336
v,19,cs,6784.883041668025,d=4143.4944021791525
v,32,cs,4621.526527274244,d=4506.213996394648
v,37,cs,4278.172334837698,d=4758.06858653889
v,36,cs,4388.358182697274,d=4885.026264424501
v,63,cs,2880.561734497201,d=5761.123468994402
v,49,cs,3556.519984686142,d=5265.682200706063
v,51,cs,3481.9392049298294,d=5280.869521063549
v,28,cs,5286.111239120867,d=4572.759015194965
v,30,cs,4938.356178074859,d=4459.151259651719
v,27,cs,5288.477569122368,d=4230.667741479188
v,25,cs,5651.342930009484,d=4226.3079208692325
v,40,cs,4027.6814014305623,d=4728.779707818406
v,38,cs,4260.46036770322,d=4840.051361679618
v,24,cs,6326.3519371579505,d=4286.564950657412
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,28,cs,5300.455509080252,d=4265.503385826503
v,33,cs,4404.036985345788,d=4810.926846503446
v,21,cs,6846.439898169752,d=4260.652931667888
v,27,cs,5383.678205077402,d=4310.4290255054075
v,56,cs,3187.5744177841957,d=5531.835485316374
v,48,cs,3619.407422002656,d=5023.571420935256
v,35,cs,4403.318886893683,d=4494.197859923386
v,37,cs,4189.04530661261,d=4755.674023494107
v,25,cs,5992.110784353759,d=4406.724174671133
v,24,cs,6640.19894939386,d=4011.611250569324
v,29,cs,5032.120781031261,d=4446.299163013716
v,31,cs,4755.901671168491,d=4731.085477520385
v,26,cs,5689.3365330068555,d=4413.489217466119
v,63,cs,2880.5617344972015,d=5761.123468994403
v,53,cs,3385.7640054483377,d=5362.025533351378
v,52,cs,3405.4668866457673,d=5248.070373421581
v,51,cs,3437.7177475047583,d=5170.6229323559955
v,57,cs,3171.1663715642885,d=5501.441804110953
v,49,cs,3514.7058387694124,d=5240.149604083039
v,44,cs,3777.6240953265547,d=4912.540573080102
v,43,cs,3937.9222367375964,d=4936.291858676635
v,36,cs,4271.378528055029,d=4571.329770740939
v,39,cs,4076.193573754124,d=4799.418269135813
v,42,cs,4041.9173196815223,d=5057.634396648758
v,41,cs,4050.437139043402,d=5082.263984682508
v,45,cs,3682.084500616492,d=5093.9257831301575
v,47,cs,3654.7528571411012,d=5388.05657644295
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,27,cs,5273.87790567556,d=4264.64271092944
v,30,cs,4790.148898445097,d=4754.775391659572
v,37,cs,4163.056219617438,d=4670.5435479510115
v,32,cs,4660.56982475036,d=4802.323038998529
v,19,cs,7578.259134514748,d=4139.668089483855
v,22,cs,6289.513191414584,d=4080.772747359449
v,48,cs,3537.5005135759425,d=5118.108388027952
v,50,cs,3452.982402722159,d=5313.203880196663
v,33,cs,4440.143492530927,d=4527.809247675421
v,11,cs,10823.984762684215,d=3602.613483737836
v,17,cs,8705.951658480044,d=4043.544396262761
v,21,cs,7139.212617064594,d=4258.209194612905
v,24,cs,6109.861691257583,d=4251.34178834666
v,41,cs,3988.646189074233,d=5122.821152989594
v,35,cs,4317.714556840995,d=4693.480768849501
v,36,cs,4310.262782986467,d=4749.066608439705
v,39,cs,4150.935548033468,d=4853.113951748145
v,34,cs,4326.874582550389,d=4672.600060167664
v,31,cs,4785.370344564586,d=4372.217642752515
v,29,cs,5137.643809641296,d=4629.670739767299
v,25,cs,5879.613056273853,d=4212.485536235523
v,63,cs,2880.561734497202,d=5761.123468994404
v,60,cs,2979.3218929511577,d=5629.386094420159
v,54,cs,3258.3986045538218,d=5630.952027331216
v,56,cs,3189.03703283153,d=5653.217002516175
v,55,cs,3254.231039144801,d=5695.443300440582
v,57,cs,3079.6560039691194,d=5598.853377466356
v,53,cs,3369.4814835966454,d=5410.683612087786
./data/A-n63-k10.vrp,COMMENT : (Augerat et al, Min no of trucks: 10, Best value: 1315),
v,19,cs,7773.963128323745,d=4080.2527211358747
v,52,cs,3440.1665581380958,d=5380.7092952757985
v,30,cs,4828.525373687038,d=4445.186184583965
v,45,cs,3911.8234160825564,d=5117.497637878549
v,40,cs,3969.105880790627,d=4842.887193962803
v,22,cs,7411.082872197333,d=3989.0427973440223
v,29,cs,5004.992539819395,d=4610.876270783229
v,54,cs,3297.725233198422,d=5309.347347378198
v,48,cs,3706.7166397566634,d=5219.973704333814
v,46,cs,3780.284625834261,d=4996.453159590237
v,51,cs,3503.452146221132,d=5212.544959538629
v,25,cs,5957.740095520359,d=4359.800494008153
v,27,cs,5777.972749576082,d=4496.101137638227
v,24,cs,6537.95073079738,d=3981.7455269747306
v,23,cs,7222.157284989854,d=4192.430144585899
v,34,cs,4432.970218911312,d=4383.583949878569
v,28,cs,5317.033988760913,d=4521.165298077948
v,32,cs,4694.394697923432,d=4310.65990635807
v,31,cs,4787.481386784989,d=4589.697478827255
v,26,cs,5824.3350871661805,d=4358.32156820676
v,33,cs,4494.631813463511,d=4592.636236350254
v,36,cs,4229.616251759419,d=4895.979215115988
v,35,cs,4336.1826328064035,d=4802.506953514948
Grand front,A-n63-k10.vrp,n,35,obj0Max,63.0,obj0Min,11.0,obj1Max,9855.939659590731,obj1Min,2880.5617344972006
V,63,CS,2880.5617344972006
V,49,CS,3381.7931685731246
V,43,CS,3748.7280914042285
V,27,CS,5239.034715161473
V,48,CS,3533.3898723392344
V,38,CS,4045.5373987938196
V,17,CS,7910.8310809253
V,16,CS,8854.104250631744
V,18,CS,7785.739333451344
V,11,CS,9855.939659590731
V,52,CS,3304.5964684336323
V,42,CS,3809.7489644537723
V,31,CS,4641.08989891809
V,45,CS,3660.3669832816036
V,47,CS,3638.815057082883
V,41,CS,3853.6456525448475
V,39,CS,3951.553664909404
V,30,CS,4744.475774699932
V,26,CS,5613.68972743287
V,29,CS,4826.947787358217
V,19,CS,6784.883041668025
V,32,CS,4621.526527274244
V,25,CS,5651.342930009484
V,33,CS,4404.036985345788
V,56,CS,3187.5744177841957
V,37,CS,4163.056219617438
V,22,CS,6289.513191414584
V,24,CS,6109.861691257583
V,35,CS,4317.714556840995
V,34,CS,4326.874582550389
V,60,CS,2979.3218929511577
V,54,CS,3258.3986045538218
V,55,CS,3254.231039144801
V,57,CS,3079.6560039691194
V,36,CS,4229.616251759419
./data/A-n64-k9.vrp,COMMENT : (Augerat et al, Min no of trucks: 9, Best value: 1402),
v,37,cs,5727.144289270748,d=5700.819513601582
v,44,cs,5338.8526726672435,d=6407.581170564029
v,36,cs,5791.948939464939,d=5667.80870678479
v,42,cs,5601.491916109691,d=6039.528931675335
v,33,cs,6226.996036998797,d=5508.652171501065
v,32,cs,6237.07149482052,d=5269.705033332444
v,17,cs,11828.684028343927,d=4140.050556116705
v,18,cs,10582.931697294523,d=4494.095122692726
v,40,cs,5613.883240508844,d=5802.779102244233
v,43,cs,5460.75157416109,d=6416.81439857401
v,35,cs,5925.526677361472,d=5686.919245943136
v,30,cs,6718.284983646351,d=4973.263448015296
v,28,cs,6772.013524148917,d=5052.236210507609
v,34,cs,6098.129023129938,d=5529.001303917883
v,26,cs,7733.379443884664,d=4744.333084812443
v,39,cs,5694.862198694225,d=5597.165358796107
v,27,cs,7242.711413735281,d=4955.054172927969
v,24,cs,8228.713764452476,d=4772.451886329975
v,21,cs,9385.56391397725,d=4386.806123017292
v,23,cs,8955.14420006692,d=4618.434378129794
v,22,cs,9150.489109575243,d=4790.420692035958
v,31,cs,6465.919723284542,d=5223.678310727263
v,25,cs,7792.601405339328,d=4664.094361586278
./data/A-n64-k9.vrp,COMMENT : (Augerat et al, Min no of trucks: 9, Best value: 1402),
v,29,cs,6625.137438050713,d=5315.878035350624
v,30,cs,6535.114075425456,d=5444.990545926215
v,28,cs,6842.857325793697,d=5180.797348945272
v,27,cs,7522.88155567952,d=4805.710693115767
v,33,cs,6121.9241963347495,d=5650.511360070096
v,31,cs,6306.877129789164,d=5183.436990072524
v,16,cs,12344.598599030798,d=4230.942995384836
v,64,cs,3816.0435555415197,d=7632.087111083039
v,46,cs,5107.553119608082,d=6507.017696887616
v,38,cs,5526.554254668042,d=5637.411849888834
v,36,cs,5873.82959475654,d=5632.463675152578
v,35,cs,5876.27626986881,d=5418.216943330717
v,10,cs,14806.787201664629,d=3818.8160615590928
v,17,cs,11019.615126216659,d=4328.200735266149
v,18,cs,9907.490630928529,d=4500.0177236445925
v,26,cs,7590.3139921488,d=5233.801167094491
v,21,cs,8675.15832933714,d=4559.7464717341945
v,23,cs,8572.630991629723,d=4744.744728451401
v,25,cs,7948.414863026878,d=4794.365440534808
v,52,cs,4443.5742204399785,d=7020.848799193934
v,50,cs,4634.914571002141,d=6788.477283927517
v,51,cs,4573.817949392147,d=6586.046193209715
v,45,cs,5118.114044025252,d=6332.018044905871
v,47,cs,4710.36050733417,d=6705.441056355446
v,39,cs,5446.925767098691,d=6102.563909504328
v,44,cs,5128.401774639275,d=6476.766016119364
v,37,cs,5720.897939755546,d=5779.211091272948
v,41,cs,5162.6635545656745,d=6312.885724312457
v,40,cs,5369.977546381116,d=5978.464754312721
./data/A-n64-k9.vrp,COMMENT : (Augerat et al, Min no of trucks: 9, Best value: 1402),
v,10,cs,14844.629443112002,d=3640.1840335557927
v,40,cs,5478.521304091048,d=6020.621706172962
