Dimensions,9,,,,,,,,,,,,,,,,,,
Normalised,5,,,,,,,,,,,,,,,,,,
Evals,1000000,,,,,,,,,,,,,,,,,,
key,dist,emissions,byMD,MDs in use,Time,WalkDels,CycleDels,EvanDels,fixed cost,running cost,actual emissions,actual byMd,Actual MDs in use,Actual Time,Actual WalkDels,Actual CycleDels,Actual EvanDels,Actual fixed cost,Actual running cost
2:4:1:2:1:1:4:3:4,0.341225302,2,4,1,2,1,1,4,3,4,0.285945146,0.88,0.057142857,0.262666539,1.00E-05,1.00E-05,0.88,0.55,0.678784539
2:3:1:5:2:1:2:2:4,0.325241951,2,3,1,5,2,1,2,2,4,0.426476079,0.52,0.085714286,1,0.28,1.00E-05,0.24,0.27,0.664582188
2:2:1:1:1:2:1:1:3,0.160996892,2,2,1,1,1,2,1,1,3,0.384247755,0.32,0.028571429,0.178997007,1.00E-05,0.32,1.00E-05,0.12,0.457996158
2:4:1:3:1:4:1:1:3,0.281359685,2,4,1,3,1,4,1,1,3,0.250701568,0.68,0.028571429,0.53948627,1.00E-05,0.68,1.00E-05,0.14,0.496540508
2:4:1:4:1:3:2:3:5,0.593587287,2,4,1,4,1,3,2,3,5,0.312323616,0.84,0.142857143,0.810140275,0.04,0.48,0.32,0.62,0.891362073
1:5:1:4:1:1:4:4:4,0.420840278,1,5,1,4,1,1,4,4,4,0.212434194,1,0.085714286,0.86628237,0.16,0.04,0.8,0.73,0.702271745
2:5:1:4:1:1:3:2:4,0.389545639,2,5,1,4,1,1,3,2,4,0.228060218,0.92,0.057142857,0.757445751,0.16,0.16,0.6,0.28,0.664892472
2:3:1:5:3:1:1:1:4,0.402087257,2,3,1,5,3,1,1,1,4,0.376521255,0.48,0.057142857,1,0.48,1.00E-05,1.00E-05,0.14,0.665086978
3:3:1:3:1:1:3:2:5,0.494352615,3,3,1,3,1,1,3,2,5,0.582698553,0.56,0.057142857,0.44359807,1.00E-05,0.08,0.48,0.27,0.909503494
2:2:1:1:1:1:1:2:3,0.178383907,2,2,1,1,1,1,1,2,3,0.399535499,0.24,0.057142857,0.199380665,0.08,1.00E-05,0.16,0.26,0.508318529
2:4:1:5:1:3:2:3:4,0.436946861,2,4,1,5,1,3,2,3,4,0.225737485,0.84,0.057142857,1,0.08,0.52,0.24,0.45,0.662041355
1:5:1:1:1:3:2:2:3,0.246488093,1,5,1,1,1,3,2,2,3,0.194717502,0.92,0.057142857,0.219047778,1.00E-05,0.52,0.4,0.29,0.472771582
3:3:1:5:1:2:1:1:3,0.271065612,3,3,1,5,1,2,1,1,3,0.468846808,0.48,0.057142857,0.926243003,0.12,0.36,1.00E-05,0.13,0.596605815
2:4:1:2:1:2:2:3:5,0.555633966,2,4,1,2,1,2,2,3,5,0.334641503,0.76,0.142857143,0.433482925,1.00E-05,0.4,0.36,0.59,0.881278378
2:4:1:3:1:4:1:2:4,0.404330394,2,4,1,3,1,4,1,2,4,0.324568256,0.8,0.085714286,0.657497934,1.00E-05,0.68,0.12,0.31,0.660001446
3:3:1:4:1:2:1:2:4,0.307447472,3,3,1,4,1,2,1,2,4,0.515246861,0.48,0.085714286,0.77717745,0.08,0.36,0.04,0.28,0.671469039
3:3:1:2:1:3:1:2:4,0.378933206,3,3,1,2,1,3,1,2,4,0.442879309,0.64,0.114285714,0.304032071,1.00E-05,0.52,0.12,0.31,0.69783528
2:5:2:5:2:1:3:5:5,0.704322336,2,5,2,5,2,1,3,5,5,0.33014285,0.92,0.228571429,1,0.32,0.04,0.56,0.91,1
1:5:1:5:1:1:5:3:3,0.321767185,1,5,1,5,1,1,5,3,3,0.191681084,1,0.114285714,1,0.08,1.00E-05,0.92,0.56,0.593046424
2:3:1:4:1:1:1:2:4,0.385590686,2,3,1,4,1,1,1,2,4,0.329448739,0.52,0.057142857,0.756123582,0.2,0.12,0.2,0.44,0.67512412
2:4:1:2:1:4:1:2:3,0.299281838,2,4,1,2,1,4,1,2,3,0.221387381,0.88,0.085714286,0.295800127,1.00E-05,0.76,0.12,0.31,0.518325038
2:5:1:5:1:4:1:1:4,0.449687526,2,5,1,5,1,4,1,1,4,0.310823604,0.92,0.114285714,1,0.16,0.76,1.00E-05,0.17,0.673888388
2:4:1:1:1:1:3:2:3,0.186465986,2,4,1,1,1,1,3,2,3,0.232387764,0.68,0.057142857,0.092111522,1.00E-05,0.12,0.56,0.27,0.456195015
2:2:1:4:1:2:1:1:3,0.186140705,2,2,1,4,1,2,1,1,3,0.316512037,0.44,0.057142857,0.67094602,0.08,0.36,1.00E-05,0.13,0.446129136
3:4:1:4:2:2:1:2:5,0.550248818,3,4,1,4,2,2,1,2,5,0.463406481,0.68,0.085714286,0.678062516,0.24,0.28,0.16,0.31,0.886688169
1:5:1:2:1:2:4:2:3,0.25119963,1,5,1,2,1,2,4,2,3,0.143890636,1,0.085714286,0.342623738,1.00E-05,0.28,0.72,0.42,0.479110374
3:4:1:4:2:2:1:3:5,0.54448892,3,4,1,4,2,2,1,3,5,0.47754246,0.68,0.142857143,0.718513836,0.32,0.24,0.12,0.45,0.890794592
2:4:1:4:1:3:2:3:4,0.422095732,2,4,1,4,1,3,2,3,4,0.236033983,0.88,0.114285714,0.728126522,1.00E-05,0.52,0.36,0.59,0.681694339
2:2:1:3:1:1:1:2:3,0.199611183,2,2,1,3,1,1,1,2,3,0.437168246,0.28,0.057142857,0.616319663,0.12,1.00E-05,0.16,0.26,0.530291689
3:3:1:4:2:2:1:2:5,0.548665175,3,3,1,4,2,2,1,2,5,0.534053588,0.6,0.114285714,0.718513836,0.32,0.24,0.04,0.32,0.894249944
2:2:1:1:1:2:1:2:3,0.184256261,2,2,1,1,1,2,1,2,3,0.413747425,0.36,0.057142857,0.218329899,1.00E-05,0.32,0.04,0.27,0.501337201
2:2:1:5:1:2:1:2:3,0.239133566,2,2,1,5,1,2,1,2,3,0.360403603,0.36,0.085714286,1,0.04,0.28,0.04,0.28,0.514443672
2:5:1:3:1:1:4:5:5,0.55419159,2,5,1,3,1,1,4,5,5,0.247536757,0.96,0.142857143,0.511255012,0.16,0.08,0.72,0.89,0.884960414
2:3:1:2:1:1:3:2:4,0.288970247,2,3,1,2,1,1,3,2,4,0.439537671,0.6,0.057142857,0.252716894,1.00E-05,1.00E-05,0.6,0.4,0.660849854
2:4:1:2:1:4:1:3:4,0.424035785,2,4,1,2,1,4,1,3,4,0.269286679,0.84,0.114285714,0.291128132,1.00E-05,0.68,0.16,0.46,0.675145974
3:2:1:5:1:1:2:2:3,0.262558636,3,2,1,5,1,1,2,2,3,0.440333527,0.28,0.057142857,1,0.04,1.00E-05,0.24,0.26,0.605140441
3:2:1:4:1:1:1:2:4,0.301617748,3,2,1,4,1,1,1,2,4,0.46487669,0.28,0.057142857,0.712805511,0.12,1.00E-05,0.16,0.26,0.662265835
3:3:1:5:2:2:1:2:5,0.569141749,3,3,1,5,2,2,1,2,5,0.472086577,0.64,0.085714286,1,0.28,0.32,0.04,0.31,0.881725316
2:4:1:5:1:1:2:2:3,0.276786583,2,4,1,5,1,1,2,2,3,0.281606071,0.68,0.085714286,1,0.2,0.16,0.32,0.28,0.536991075
2:1:1:5:1:1:1:1:3,0.148948009,2,1,1,5,1,1,1,1,3,0.377261997,0.08,0.028571429,0.963452465,0.08,1.00E-05,1.00E-05,0.11,0.443960506
1:5:1:4:1:1:4:3:3,0.303154732,1,5,1,4,1,1,4,3,3,0.158017701,1,0.114285714,0.669982979,0.12,1.00E-05,0.88,0.56,0.571381449
3:3:1:5:2:1:1:2:5,0.548759351,3,3,1,5,2,1,1,2,5,0.505253243,0.52,0.114285714,1,0.24,0.16,0.12,0.31,0.894319721
2:4:1:2:1:1:3:2:4,0.315437573,2,4,1,2,1,1,3,2,4,0.424614739,0.68,0.085714286,0.232819652,1.00E-05,0.12,0.56,0.42,0.676480054
3:3:1:5:1:1:2:2:5,0.505925841,3,3,1,5,1,1,2,2,5,0.513086907,0.48,0.085714286,0.912208878,0.12,0.04,0.32,0.28,0.884457778
3:2:1:5:2:1:1:1:5,0.517381729,3,2,1,5,2,1,1,1,5,0.628181634,0.36,0.114285714,1,0.36,1.00E-05,1.00E-05,0.14,0.89179983
1:4:1:3:1:4:1:1:3,0.323990104,1,4,1,3,1,4,1,1,3,0.217893861,0.8,0.028571429,0.462444174,1.00E-05,0.8,1.00E-05,0.16,0.517438272
3:4:1:4:1:1:3:3:5,0.535063335,3,4,1,4,1,1,3,3,5,0.480200468,0.72,0.085714286,0.763553189,0.16,1.00E-05,0.56,0.56,0.951397075
2:3:1:1:1:3:1:1:3,0.192461919,2,3,1,1,1,3,1,1,3,0.321053155,0.48,0.057142857,0.121277676,1.00E-05,0.48,1.00E-05,0.14,0.453930756
2:5:2:5:2:3:2:3:5,0.822093999,2,5,2,5,2,3,2,3,5,0.383430937,0.96,0.228571429,0.970918183,0.24,0.48,0.24,0.64,1
3:3:1:5:2:1:2:2:5,0.516239311,3,3,1,5,2,1,2,2,5,0.504014948,0.48,0.085714286,1,0.24,1.00E-05,0.24,0.42,0.90236371
3:1:1:5:1:1:1:1:4,0.27815348,3,1,1,5,1,1,1,1,4,0.583619191,0.12,0.028571429,1,0.12,1.00E-05,1.00E-05,0.11,0.66019389
1:5:1:3:1:3:3:4:5,0.61490953,1,5,1,3,1,3,3,4,5,0.154996862,1,0.114285714,0.48687803,1.00E-05,0.52,0.48,0.74,0.891781791
2:3:1:5:2:2:1:1:3,0.231782514,2,3,1,5,2,2,1,1,3,0.287519259,0.48,0.057142857,1,0.24,0.24,1.00E-05,0.13,0.471569329
2:3:1:5:2:1:2:2:3,0.240322577,2,3,1,5,2,1,2,2,3,0.317263083,0.48,0.057142857,1,0.24,1.00E-05,0.24,0.26,0.526984218
1:5:1:5:3:3:1:2:5,0.94933034,1,5,1,5,3,3,1,2,5,0.199153667,1,0.114285714,1,0.48,0.48,0.04,0.42,1
3:4:1:5:2:1:1:3:5,0.590777992,3,4,1,5,2,1,1,3,5,0.463811889,0.68,0.114285714,1,0.44,0.04,0.2,0.46,0.918883545
3:4:1:5:2:2:1:3:5,0.599869298,3,4,1,5,2,2,1,3,5,0.448232664,0.72,0.114285714,1,0.24,0.28,0.2,0.45,0.937596925
2:3:1:5:1:1:3:2:4,0.324616328,2,3,1,5,1,1,3,2,4,0.389012792,0.64,0.085714286,1,0.16,1.00E-05,0.48,0.41,0.660665509
2:2:1:3:1:1:1:2:4,0.312252643,2,2,1,3,1,1,1,2,4,0.426490981,0.32,0.085714286,0.453060826,0.08,0.04,0.2,0.28,0.662563202
2:5:1:5:3:1:2:4:5,0.638677783,2,5,1,5,3,1,2,4,5,0.291975434,1,0.171428571,1,0.64,1.00E-05,0.36,0.75,0.921480123
2:5:1:4:2:3:1:3:5,0.631960077,2,5,1,4,2,3,1,3,5,0.329968195,0.92,0.142857143,0.678062516,0.24,0.48,0.2,0.48,0.909936467
2:3:1:5:1:1:2:2:4,0.313643177,2,3,1,5,1,1,2,2,4,0.411975727,0.48,0.057142857,0.922513219,0.12,1.00E-05,0.36,0.26,0.660728698
2:4:1:3:1:1:3:2:4,0.335260571,2,4,1,3,1,1,3,2,4,0.349879098,0.68,0.085714286,0.636573998,0.16,1.00E-05,0.52,0.41,0.66957838
2:3:1:4:1:2:1:2:4,0.34550872,2,3,1,4,1,2,1,2,4,0.392712644,0.6,0.085714286,0.712805511,0.12,0.32,0.16,0.28,0.664588412
3:2:1:5:1:1:1:1:4,0.28803285,3,2,1,5,1,1,1,1,4,0.568460368,0.24,0.057142857,1,0.16,0.08,1.00E-05,0.13,0.661258928
3:2:1:5:1:1:1:2:4,0.2938839,3,2,1,5,1,1,1,2,4,0.526379343,0.28,0.057142857,0.88186738,0.12,1.00E-05,0.16,0.26,0.666002455
2:2:1:2:1:1:1:2:3,0.18104179,2,2,1,2,1,1,1,2,3,0.387102698,0.28,0.057142857,0.435091605,0.12,1.00E-05,0.16,0.26,0.495617441
2:4:1:5:2:1:2:2:3,0.258520027,2,4,1,5,2,1,2,2,3,0.350868887,0.68,0.057142857,1,0.24,1.00E-05,0.44,0.26,0.559900653
2:4:1:5:1:2:3:3:3,0.348802373,2,4,1,5,1,2,3,3,3,0.277979184,0.84,0.085714286,1,0.12,0.24,0.48,0.45,0.601205414
3:2:1:5:1:1:1:2:3,0.228698747,3,2,1,5,1,1,1,2,3,0.453023541,0.24,0.057142857,1,0.12,1.00E-05,0.12,0.26,0.561161644
2:5:2:3:1:3:2:5:5,0.704071444,2,5,2,3,1,3,2,5,5,0.370648242,0.92,0.228571429,0.45184538,0.16,0.52,0.24,0.91,1
3:3:1:5:1:1:2:2:4,0.314502953,3,3,1,5,1,1,2,2,4,0.4400931,0.48,0.057142857,1,0.08,1.00E-05,0.4,0.26,0.66648665
2:4:1:4:1:2:3:3:4,0.413799945,2,4,1,4,1,2,3,3,4,0.270565266,0.88,0.142857143,0.663813017,0.08,0.24,0.56,0.58,0.718570409
1:5:1:3:1:3:2:3:3,0.338372928,1,5,1,3,1,3,2,3,3,0.177822648,0.96,0.085714286,0.615450423,0.08,0.48,0.4,0.45,0.550318968
2:4:1:3:1:2:3:2:4,0.380925535,2,4,1,3,1,2,3,2,4,0.272679705,0.84,0.057142857,0.600465812,1.00E-05,0.24,0.6,0.42,0.667036741
2:4:1:5:3:1:1:3:5,0.619610284,2,4,1,5,3,1,1,3,5,0.348916329,0.68,0.085714286,1,0.52,1.00E-05,0.16,0.46,0.887169788
2:5:1:5:1:3:2:4:4,0.514636926,2,5,1,5,1,3,2,4,4,0.24458547,1,0.142857143,1,0.16,0.6,0.24,0.76,0.792333907
2:4:1:5:2:3:1:2:5,0.620203992,2,4,1,5,2,3,1,2,5,0.386440334,0.88,0.114285714,1,0.24,0.52,0.12,0.33,0.887605307
2:4:1:4:1:2:2:3:5,0.563033781,2,4,1,4,1,2,2,3,5,0.307750167,0.76,0.171428571,0.692992294,0.08,0.32,0.36,0.6,0.880109211
1:5:1:2:1:3:2:2:3,0.320748438,1,5,1,2,1,3,2,2,3,0.189699934,0.92,0.085714286,0.304710111,1.00E-05,0.52,0.4,0.29,0.549523996
2:2:1:5:1:1:1:1:3,0.197056373,2,2,1,5,1,1,1,1,3,0.337194485,0.36,0.057142857,0.893986715,0.16,0.2,1.00E-05,0.13,0.466021568
2:4:1:3:1:3:1:4:5,0.585589331,2,4,1,3,1,3,1,4,5,0.322385035,0.72,0.085714286,0.48624467,1.00E-05,0.52,0.2,0.74,0.913758026
2:4:1:5:1:2:3:3:5,0.549650142,2,4,1,5,1,2,3,3,5,0.354904635,0.84,0.114285714,1,0.12,0.24,0.48,0.45,0.885633113
2:5:1:5:2:3:2:2:5,0.658603005,2,5,1,5,2,3,2,2,5,0.314495695,0.96,0.114285714,1,0.24,0.48,0.24,0.33,0.918072191
2:5:1:1:1:1:5:4:5,0.510761065,2,5,1,1,1,1,5,4,5,0.288372798,1,0.142857143,0.085374129,0.04,1.00E-05,0.96,0.71,0.88117695
2:4:1:5:2:2:1:1:3,0.335828439,2,4,1,5,2,2,1,1,3,0.267764595,0.72,0.114285714,1,0.28,0.44,1.00E-05,0.16,0.552732181
2:5:2:5:2:1:3:4:5,0.596490282,2,5,2,5,2,1,3,4,5,0.327740507,1,0.228571429,1,0.32,0.12,0.56,0.75,0.910517874
1:5:1:2:1:5:1:2:4,0.467364519,1,5,1,2,1,5,1,2,4,0.19814173,1,0.114285714,0.379018902,1.00E-05,0.92,0.08,0.33,0.674991355
2:3:1:4:1:2:2:2:4,0.364272115,2,3,1,4,1,2,2,2,4,0.380364751,0.6,0.028571429,0.703365986,0.12,0.24,0.24,0.43,0.678537237
3:3:1:5:2:1:1:2:4,0.346978358,3,3,1,5,2,1,1,2,4,0.441232133,0.48,0.114285714,1,0.32,1.00E-05,0.16,0.28,0.677227986
2:4:1:3:1:3:2:3:4,0.425132614,2,4,1,3,1,3,2,3,4,0.290713069,0.88,0.114285714,0.642224313,0.12,0.48,0.28,0.45,0.704739071
2:4:1:3:1:2:2:3:3,0.37681843,2,4,1,3,1,2,2,3,3,0.277346473,0.8,0.142857143,0.602487395,0.12,0.24,0.44,0.59,0.653895348
2:3:1:3:1:2:2:2:3,0.244815976,2,3,1,3,1,2,2,2,3,0.270529859,0.64,0.085714286,0.565391269,0.04,0.36,0.24,0.28,0.498062216
2:5:1:4:2:1:3:4:5,0.567112072,2,5,1,4,2,1,3,4,5,0.291975434,1,0.171428571,0.835899275,0.44,1.00E-05,0.56,0.74,0.883026108
1:4:1:5:1:3:1:3:4,0.45869636,1,4,1,5,1,3,1,3,4,0.218335129,0.88,0.057142857,0.981180579,0.2,0.48,0.2,0.46,0.675845783
2:4:1:2:1:4:1:1:3,0.210594394,2,4,1,2,1,4,1,1,3,0.314957228,0.68,0.028571429,0.364276236,1.00E-05,0.68,1.00E-05,0.14,0.466748709
2:4:1:3:1:1:4:3:4,0.34251773,2,4,1,3,1,1,4,3,4,0.290917875,0.88,0.114285714,0.503337789,0.12,1.00E-05,0.76,0.56,0.663980511
2:5:1:5:3:2:1:2:4,0.550757265,2,5,1,5,3,2,1,2,4,0.260512165,0.92,0.142857143,1,0.52,0.28,0.12,0.33,0.776877619
2:4:1:5:2:3:1:1:4,0.410340704,2,4,1,5,2,3,1,1,4,0.412565875,0.72,0.114285714,1,0.24,0.48,1.00E-05,0.18,0.690331054
2:5:1:5:1:4:2:3:4,0.446400292,2,5,1,5,1,4,2,3,4,0.266892892,1,0.142857143,0.975267099,0.04,0.72,0.24,0.49,0.686398388
3:2:1:5:2:1:1:2:4,0.32905297,3,2,1,5,2,1,1,2,4,0.512962619,0.36,0.114285714,1,0.24,1.00E-05,0.12,0.28,0.684194866
1:5:1:4:1:1:5:3:3,0.325948575,1,5,1,4,1,1,5,3,3,0.065647249,1,0.028571429,0.841103336,0.04,1.00E-05,0.96,0.56,0.568541063
1:4:1:1:1:2:2:2:4,0.394509316,1,4,1,1,1,2,2,2,4,0.218511459,0.84,0.085714286,0.186708069,1.00E-05,0.44,0.4,0.44,0.682792451
2:2:1:5:1:2:1:1:4,0.371056005,2,2,1,5,1,2,1,1,4,0.422257874,0.44,0.057142857,1,0.08,0.36,1.00E-05,0.13,0.660802941
2:4:1:3:1:2:3:3:4,0.375438558,2,4,1,3,1,2,3,3,4,0.277346473,0.8,0.142857143,0.463578415,0.08,0.24,0.48,0.58,0.670923928
2:1:1:5:1:1:1:1:4,0.394154848,2,1,1,5,1,1,1,1,4,0.401486242,0.2,0.057142857,1,0.16,0.04,1.00E-05,0.14,0.670628613
2:4:1:5:2:2:1:1:4,0.390539596,2,4,1,5,2,2,1,1,4,0.418566655,0.68,0.114285714,1,0.32,0.36,1.00E-05,0.16,0.676005474
2:3:1:2:1:2:2:2:4,0.33575093,2,3,1,2,1,2,2,2,4,0.419472186,0.6,0.057142857,0.225962915,1.00E-05,0.36,0.24,0.27,0.681323082
3:4:1:2:1:3:1:3:5,0.615511385,3,4,1,2,1,3,1,3,5,0.451359658,0.84,0.114285714,0.403231365,0.12,0.6,0.12,0.45,0.962659621
2:2:1:5:1:1:1:2:3,0.196696355,2,2,1,5,1,1,1,2,3,0.40051812,0.32,0.057142857,0.896756793,0.12,1.00E-05,0.2,0.26,0.509416152
2:1:1:2:1:1:1:1:3,0.142721842,2,1,1,2,1,1,1,1,3,0.413315418,0.12,0.028571429,0.435091605,0.12,1.00E-05,1.00E-05,0.11,0.45653932
3:2:1:4:1:2:1:1:3,0.225696624,3,2,1,4,1,2,1,1,3,0.466598782,0.4,0.057142857,0.759051358,0.04,0.36,1.00E-05,0.13,0.555783937
2:3:1:2:1:3:1:1:4,0.362927813,2,3,1,2,1,3,1,1,4,0.435623297,0.48,0.057142857,0.439168442,1.00E-05,0.48,1.00E-05,0.16,0.660373484
2:4:1:3:1:1:4:2:3,0.232254969,2,4,1,3,1,1,4,2,3,0.270044048,0.72,0.057142857,0.548653273,0.04,1.00E-05,0.68,0.26,0.521665562
2:3:1:3:1:3:1:1:3,0.248839862,2,3,1,3,1,3,1,1,3,0.323738882,0.64,0.057142857,0.464196229,1.00E-05,0.64,1.00E-05,0.14,0.50460432
3:2:1:4:1:1:2:2:3,0.258522193,3,2,1,4,1,1,2,2,3,0.445934575,0.32,0.057142857,0.796469559,0.08,1.00E-05,0.24,0.26,0.600474087
1:5:1:5:2:1:3:4:5,0.599416284,1,5,1,5,2,1,3,4,5,0.176405411,1,0.085714286,1,0.4,1.00E-05,0.6,0.73,0.881144588
2:5:2:5:2:1:3:3:5,0.68967916,2,5,2,5,2,1,3,3,5,0.280781414,0.96,0.228571429,1,0.4,0.04,0.52,0.62,0.97121622
2:5:1:4:2:1:4:5:5,0.620548,2,5,1,4,2,1,4,5,5,0.256294036,1,0.114285714,0.723212219,0.24,1.00E-05,0.76,1,0.979378719
3:1:1:5:1:1:1:2:4,0.286254709,3,1,1,5,1,1,1,2,4,0.556725744,0.2,0.057142857,0.916335789,0.16,1.00E-05,0.04,0.26,0.67141774
2:4:1:3:1:2:3:2:3,0.24820741,2,4,1,3,1,2,3,2,3,0.249069593,0.76,0.085714286,0.450612043,1.00E-05,0.28,0.48,0.42,0.498261415
2:3:1:4:1:3:1:2:4,0.399996277,2,3,1,4,1,3,1,2,4,0.357921714,0.64,0.085714286,0.672095691,1.00E-05,0.48,0.16,0.29,0.686806122
2:3:1:1:1:1:3:2:4,0.295811771,2,3,1,1,1,1,3,2,4,0.414289776,0.56,0.057142857,0.219053035,1.00E-05,1.00E-05,0.56,0.4,0.661656352
2:3:1:1:1:2:1:2:3,0.161822786,2,3,1,1,1,2,1,2,3,0.398528503,0.6,0.057142857,0.198038003,1.00E-05,0.4,0.2,0.27,0.47790697
2:4:1:5:1:2:1:2:3,0.264613539,2,4,1,5,1,2,1,2,3,0.412269797,0.72,0.085714286,1,0.12,0.4,0.2,0.28,0.574719526
2:5:1:5:2:2:3:4:4,0.619561718,2,5,1,5,2,2,3,4,4,0.234979857,1,0.142857143,1,0.24,0.24,0.52,0.75,0.876754606
3:1:1:5:1:1:1:2:3,0.226903868,3,1,1,5,1,1,1,2,3,0.445158751,0.08,0.057142857,1,0.04,1.00E-05,0.04,0.26,0.562910916
2:2:1:5:1:1:2:2:4,0.323762097,2,2,1,5,1,1,2,2,4,0.439338876,0.36,0.057142857,1,0.12,1.00E-05,0.24,0.26,0.66999665
2:3:1:2:1:1:2:2:4,0.297381952,2,3,1,2,1,1,2,2,4,0.433545352,0.48,0.057142857,0.244727136,0.04,1.00E-05,0.44,0.41,0.661520708
2:5:1:4:1:2:3:5:5,0.626365242,2,5,1,4,1,2,3,5,5,0.22526675,1,0.142857143,0.798040568,0.16,0.36,0.48,0.91,0.898113241
3:4:1:5:2:1:2:3:5,0.563144239,3,4,1,5,2,1,2,3,5,0.457720966,0.68,0.171428571,1,0.4,0.04,0.24,0.61,0.893238601
2:3:1:5:1:2:2:3:5,0.547040333,2,3,1,5,1,2,2,3,5,0.422794151,0.64,0.114285714,1,0.12,0.28,0.24,0.58,0.886699789
3:3:1:3:1:3:1:2:4,0.458108498,3,3,1,3,1,3,1,2,4,0.465964505,0.64,0.085714286,0.535462195,1.00E-05,0.48,0.16,0.29,0.789003657
2:4:1:5:3:1:2:3:4,0.496721453,2,4,1,5,3,1,2,3,4,0.431007936,0.76,0.142857143,1,0.48,1.00E-05,0.28,0.45,0.814613688
2:3:1:5:2:2:1:1:4,0.371899834,2,3,1,5,2,2,1,1,4,0.423015776,0.56,0.057142857,0.994369266,0.28,0.28,1.00E-05,0.15,0.661920243
3:1:1:4:1:1:1:1:4,0.304685941,3,1,1,4,1,1,1,1,4,0.579749044,0.16,0.057142857,0.796469559,0.16,1.00E-05,1.00E-05,0.12,0.68147472
2:3:1:5:2:1:1:2:5,0.571387468,2,3,1,5,2,1,1,2,5,0.421665521,0.48,0.114285714,1,0.28,0.08,0.12,0.44,0.897155471
2:4:1:5:2:1:1:2:5,0.588902413,2,4,1,5,2,1,1,2,5,0.405719355,0.76,0.114285714,1,0.4,0.2,0.16,0.3,0.891980388
2:4:1:4:1:1:2:2:4,0.338737265,2,4,1,4,1,1,2,2,4,0.398700558,0.68,0.085714286,0.843744002,0.12,0.2,0.36,0.28,0.66012514
2:4:1:2:1:1:3:2:3,0.236865479,2,4,1,2,1,1,3,2,3,0.314020282,0.72,0.085714286,0.270144505,0.16,1.00E-05,0.56,0.27,0.538415097
2:5:2:5:2:3:1:2:5,0.685010626,2,5,2,5,2,3,1,2,5,0.402391809,0.92,0.228571429,1,0.28,0.52,0.12,0.35,0.956272665
2:5:1:3:1:1:3:4:4,0.459199847,2,5,1,3,1,1,3,4,4,0.284658384,0.92,0.142857143,0.658852763,0.12,0.2,0.6,0.74,0.766459257
3:2:1:3:1:2:1:1:3,0.23312512,3,2,1,3,1,2,1,1,3,0.441654975,0.36,0.057142857,0.443189561,0.04,0.32,1.00E-05,0.13,0.549811967
2:4:1:3:1:1:2:2:4,0.379457818,2,4,1,3,1,1,2,2,4,0.429968489,0.68,0.085714286,0.632691998,0.04,0.2,0.44,0.3,0.704023581
1:4:1:5:2:1:3:2:3,0.285374909,1,4,1,5,2,1,3,2,3,0.214153509,0.84,0.057142857,1,0.24,1.00E-05,0.6,0.26,0.539467525
2:4:1:3:1:3:1:2:3,0.278476908,2,4,1,3,1,3,1,2,3,0.248452078,0.68,0.114285714,0.615450423,0.08,0.52,0.08,0.3,0.509037526
3:3:1:5:2:1:2:3:5,0.552250914,3,3,1,5,2,1,2,3,5,0.484046638,0.64,0.171428571,1,0.24,0.16,0.24,0.45,0.905976608
2:5:2:5:1:2:2:5:5,0.739908779,2,5,2,5,1,2,2,5,5,0.299749555,1,0.228571429,1,0.2,0.44,0.36,0.91,1
3:3:1:4:1:2:1:1:4,0.357529215,3,3,1,4,1,2,1,1,4,0.458918908,0.48,0.085714286,0.774503443,0.04,0.44,1.00E-05,0.15,0.667297517
3:3:1:2:1:2:2:2:4,0.316672673,3,3,1,2,1,2,2,2,4,0.440784126,0.6,0.085714286,0.254378834,1.00E-05,0.28,0.32,0.42,0.669142863
2:4:1:5:2:2:1:3:4,0.448348845,2,4,1,5,2,2,1,3,4,0.234662305,0.8,0.057142857,1,0.24,0.44,0.12,0.46,0.677863679
3:1:1:2:1:1:1:1:4,0.288937977,3,1,1,2,1,1,1,1,4,0.566516892,0.2,0.028571429,0.422022523,1.00E-05,0.2,1.00E-05,0.12,0.661079176
2:3:1:4:1:1:3:3:4,0.33188627,2,3,1,4,1,1,3,3,4,0.343708042,0.52,0.085714286,0.677632464,0.04,1.00E-05,0.48,0.56,0.661926363
1:5:1:5:1:3:1:3:4,0.4671277,1,5,1,5,1,3,1,3,4,0.20759201,1,0.085714286,0.945250441,0.16,0.64,0.2,0.49,0.6825796
3:2:1:2:1:2:1:1:4,0.304388252,3,2,1,2,1,2,1,1,4,0.574447153,0.36,0.028571429,0.432596204,1.00E-05,0.36,1.00E-05,0.12,0.678563297
2:4:1:4:1:1:4:2:3,0.238081534,2,4,1,4,1,1,4,2,3,0.29222295,0.76,0.057142857,0.706662609,0.04,1.00E-05,0.72,0.26,0.532510906
1:4:1:3:1:3:2:3:4,0.442533536,1,4,1,3,1,3,2,3,4,0.205063407,0.84,0.028571429,0.567767511,1.00E-05,0.56,0.28,0.59,0.678855655
2:4:1:5:1:2:2:2:5,0.547523672,2,4,1,5,1,2,2,2,5,0.416625027,0.68,0.085714286,1,0.04,0.36,0.28,0.28,0.882555979
2:3:1:3:1:1:2:3:4,0.342621709,2,3,1,3,1,1,2,3,4,0.347198812,0.52,0.085714286,0.517846467,0.12,1.00E-05,0.4,0.56,0.680580905
