prob,size,demand,avg bags,winlen,dist,time,costDel,getRoutes,getCost,dels/route,loadFactor
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,4,44.14285714,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,27.58928571,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,25.96638655,
P-n40-k5.vrp,40,618,15,1,2 Medium,0 V. Low,3 High,3 High,3 High,2,22.07142857,
P-n40-k5.vrp,40,618,15,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,40.12987013,
P-n40-k5.vrp,40,618,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,25.96638655,
P-n40-k5.vrp,40,618,15,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,49.04761905,
P-n40-k5.vrp,40,618,15,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,27.58928571,
P-n40-k5.vrp,40,618,15,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,5,55.17857143,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,40.12987013,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,4,44.14285714,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,4,44.14285714,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,40.12987013,
P-n40-k5.vrp,40,618,15,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,8,88.28571429,
P-n45-k5.vrp,45,692,15,1,0 V. Low,4 V. High,3 High,2 Medium,3 High,2,27.1372549,
P-n45-k5.vrp,45,692,15,1,3 High,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,41.93939394,
P-n45-k5.vrp,45,692,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,35.48717949,
P-n45-k5.vrp,45,692,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,32.95238095,
P-n45-k5.vrp,45,692,15,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,27.1372549,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,32.95238095,
P-n45-k5.vrp,45,692,15,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,38.44444444,
P-n45-k5.vrp,45,692,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,35.48717949,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,32.95238095,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,30.75555556,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,32.95238095,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,28.83333333,
P-n45-k5.vrp,45,692,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.22222222,
P-n45-k5.vrp,45,692,15,1,1 Low,4 V. High,1 Low,1 Low,1 Low,3,38.44444444,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,3 High,3 High,3 High,2,21.96825397,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,27.1372549,
P-n45-k5.vrp,45,692,15,1,2 Medium,0 V. Low,3 High,3 High,3 High,2,23.06666667,
P-n45-k5.vrp,45,692,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,25.62962963,
P-n45-k5.vrp,45,692,15,1,3 High,1 Low,1 Low,1 Low,1 Low,3,35.48717949,
P-n45-k5.vrp,45,692,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,35.48717949,
P-n45-k5.vrp,45,692,15,1,4 V. High,0 V. Low,0 V. Low,1 Low,0 V. Low,3,38.44444444,
P-n45-k5.vrp,45,692,15,1,4 V. High,0 V. Low,1 Low,1 Low,1 Low,3,35.48717949,
P-n45-k5.vrp,45,692,15,1,3 High,1 Low,1 Low,1 Low,1 Low,3,32.95238095,
P-n45-k5.vrp,45,692,15,1,3 High,0 V. Low,1 Low,1 Low,1 Low,3,32.95238095,
P-n45-k5.vrp,45,692,15,1,3 High,0 V. Low,1 Low,1 Low,1 Low,3,35.48717949,
P-n45-k5.vrp,45,692,15,1,3 High,1 Low,1 Low,1 Low,1 Low,3,35.48717949,
P-n45-k5.vrp,45,692,15,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,28.83333333,
P-n45-k5.vrp,45,692,15,1,4 V. High,0 V. Low,0 V. Low,1 Low,0 V. Low,3,38.44444444,
P-n45-k5.vrp,45,692,15,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,4,41.93939394,
P-n45-k5.vrp,45,692,15,1,3 High,0 V. Low,3 High,3 High,3 High,2,23.06666667,
P-n45-k5.vrp,45,692,15,1,3 High,0 V. Low,1 Low,1 Low,1 Low,3,30.75555556,
P-n45-k5.vrp,45,692,15,1,3 High,1 Low,1 Low,1 Low,1 Low,3,30.75555556,
P-n45-k5.vrp,45,692,15,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,46.13333333,
P-n45-k5.vrp,45,692,15,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,41.93939394,
P-n45-k5.vrp,45,692,15,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,41.93939394,
P-n45-k5.vrp,45,692,15,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,9,92.26666667,
P-n50-k7.vrp,50,951,19,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,2,37.29411765,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,24.38461538,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,24.38461538,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,20.4516129,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,22.64285714,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,23.48148148,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,21.86206897,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,21.86206897,
P-n50-k7.vrp,50,951,19,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,21.86206897,
P-n50-k7.vrp,50,951,19,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,21.86206897,
P-n50-k7.vrp,50,951,19,1,0 V. Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,45.28571429,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,23.48148148,
P-n50-k7.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.76923077,
P-n50-k7.vrp,50,951,19,1,0 V. Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,45.28571429,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,27.56521739,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.8125,
P-n50-k7.vrp,50,951,19,1,0 V. Low,1 Low,1 Low,1 Low,1 Low,2,35.22222222,
P-n50-k7.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,39.625,
P-n50-k7.vrp,50,951,19,1,0 V. Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.76923077,
P-n50-k7.vrp,50,951,19,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,45.28571429,
P-n50-k7.vrp,50,951,19,1,0 V. Low,1 Low,0 V. Low,1 Low,0 V. Low,3,42.26666667,
P-n50-k7.vrp,50,951,19,1,0 V. Low,1 Low,0 V. Low,1 Low,0 V. Low,3,42.26666667,
P-n50-k7.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,33.36842105,
P-n50-k7.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,37.29411765,
P-n50-k7.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,52.83333333,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,1 Low,1 Low,1 Low,2,33.36842105,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,21.86206897,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,23.48148148,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,24.38461538,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,24.38461538,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.56521739,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,26.41666667,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,22.64285714,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,21.86206897,
P-n50-k7.vrp,50,951,19,1,2 Medium,0 V. Low,3 High,3 High,3 High,2,25.36,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,24.38461538,
P-n50-k7.vrp,50,951,19,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,26.41666667,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.56521739,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,28.81818182,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,1 Low,2 Medium,1 Low,2,31.7,
P-n50-k7.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,21.86206897,
P-n50-k7.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.76923077,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.76923077,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.76923077,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,0 V. Low,1 Low,0 V. Low,3,42.26666667,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.76923077,
P-n50-k7.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,39.625,
P-n50-k7.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,37.29411765,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,0 V. Low,1 Low,0 V. Low,3,42.26666667,
P-n50-k7.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,2,25.36,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,1 Low,1 Low,1 Low,2,37.29411765,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,1 Low,1 Low,1 Low,2,35.22222222,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,1 Low,1 Low,1 Low,2,33.36842105,
P-n50-k7.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,42.26666667,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,45.28571429,
P-n50-k7.vrp,50,951,19,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,45.28571429,
P-n50-k7.vrp,50,951,19,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,7,90.57142857,
P-n50-k8.vrp,50,951,19,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,2,44.02777778,
P-n50-k8.vrp,50,951,19,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,66.04166667,
P-n50-k8.vrp,50,951,19,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,66.04166667,
P-n50-k8.vrp,50,951,19,1,3 High,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,66.04166667,
P-n50-k8.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,29.35185185,
P-n50-k8.vrp,50,951,19,1,3 High,1 Low,0 V. Low,1 Low,0 V. Low,3,52.83333333,
P-n50-k8.vrp,50,951,19,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,3,49.53125,
P-n50-k8.vrp,50,951,19,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,46.61764706,
P-n50-k8.vrp,50,951,19,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,46.61764706,
P-n50-k8.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,44.02777778,
P-n50-k8.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,28.30357143,
P-n50-k8.vrp,50,951,19,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,29.35185185,
P-n50-k8.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,28.30357143,
P-n50-k8.vrp,50,951,19,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,29.35185185,
P-n50-k8.vrp,50,951,19,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,34.45652174,
P-n50-k8.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,49.53125,
P-n50-k8.vrp,50,951,19,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,37.73809524,
P-n50-k8.vrp,50,951,19,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,37.73809524,
P-n50-k8.vrp,50,951,19,1,2 Medium,1 Low,1 Low,2 Medium,1 Low,2,39.625,
P-n50-k8.vrp,50,951,19,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,24.01515152,
P-n50-k8.vrp,50,951,19,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,36.02272727,
P-n50-k8.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.96153846,
P-n50-k8.vrp,50,951,19,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.96153846,
P-n50-k8.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,49.53125,
P-n50-k8.vrp,50,951,19,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,56.60714286,
P-n50-k8.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,46.61764706,
P-n50-k8.vrp,50,951,19,14,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,5,79.25,
P-n50-k8.vrp,50,951,19,14,4 V. High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,5,88.05555556,
P-n50-k10.vrp,50,951,19,1,0 V. Low,4 V. High,1 Low,1 Low,1 Low,2,55.94117647,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27.97058824,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,67.92857143,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,59.4375,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,63.4,
P-n50-k10.vrp,50,951,19,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,47.55,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,63.4,
P-n50-k10.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,55.94117647,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,63.4,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,67.92857143,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,55.94117647,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,67.92857143,
P-n50-k10.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,52.83333333,
P-n50-k10.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,47.55,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,67.92857143,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,63.4,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,55.94117647,
P-n50-k10.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,52.83333333,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,47.55,
P-n50-k10.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,50.05263158,
P-n50-k10.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,50.05263158,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,1 Low,2 Medium,1 Low,2,43.22727273,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,63.4,
P-n50-k10.vrp,50,951,19,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,52.83333333,
P-n50-k10.vrp,50,951,19,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,63.4,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,2,38.04,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,2,39.625,
P-n50-k10.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,30.67741935,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,1,35.22222222,
P-n50-k10.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,33.96428571,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27.97058824,
P-n50-k10.vrp,50,951,19,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,38.04,
P-n50-k10.vrp,50,951,19,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,36.57692308,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,1,36.57692308,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27.17142857,
P-n50-k10.vrp,50,951,19,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,39.625,
P-n50-k10.vrp,50,951,19,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,39.625,
P-n50-k10.vrp,50,951,19,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27.97058824,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,47.55,
P-n50-k10.vrp,50,951,19,1,3 High,1 Low,1 Low,1 Low,1 Low,2,47.55,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,59.4375,
P-n50-k10.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,30.67741935,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,63.4,
P-n50-k10.vrp,50,951,19,1,3 High,0 V. Low,3 High,3 High,3 High,1,30.67741935,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,52.83333333,
P-n50-k10.vrp,50,951,19,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,52.83333333,
P-n50-k10.vrp,50,951,19,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,4,79.25,
P-n50-k10.vrp,50,951,19,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,5,95.1,
P-n50-k10.vrp,50,951,19,14,1 Low,0 V. Low,1 Low,2 Medium,1 Low,4,86.45454545,
P-n50-k10.vrp,50,951,19,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,5,95.1,
P-n51-k10.vrp,51,777,15,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,2,46.25,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,46.25,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,44.14772727,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,28.56617647,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,53.95833333,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,40.46875,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,38.85,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,40.46875,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,34.6875,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.703125,
P-n51-k10.vrp,51,777,15,1,0 V. Low,1 Low,1 Low,0 V. Low,1 Low,3,57.13235294,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,53.95833333,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.703125,
P-n51-k10.vrp,51,777,15,1,0 V. Low,1 Low,1 Low,1 Low,1 Low,2,53.95833333,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,64.75,
P-n51-k10.vrp,51,777,15,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,2,53.95833333,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.703125,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,64.75,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,64.75,
P-n51-k10.vrp,51,777,15,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,2,51.11842105,
P-n51-k10.vrp,51,777,15,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.703125,
P-n51-k10.vrp,51,777,15,1,4 V. High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.703125,
P-n51-k10.vrp,51,777,15,1,4 V. High,0 V. Low,1 Low,1 Low,1 Low,2,48.5625,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,3 High,3 High,3 High,1,34.6875,
P-n51-k10.vrp,51,777,15,1,4 V. High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,64.75,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,57.13235294,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,53.95833333,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,53.95833333,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,0 V. Low,0 V. Low,0 V. Low,3,57.13235294,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,60.703125,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,57.13235294,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,57.13235294,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,48.5625,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,44.14772727,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,42.22826087,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,38.85,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,48.5625,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,51.11842105,
P-n51-k10.vrp,51,777,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,53.95833333,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,46.25,
P-n51-k10.vrp,51,777,15,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,1,35.97222222,
P-n51-k10.vrp,51,777,15,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,2,40.46875,
P-n51-k10.vrp,51,777,15,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,2,40.46875,
P-n51-k10.vrp,51,777,15,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,30.3515625,
P-n51-k10.vrp,51,777,15,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,1,35.97222222,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,3 High,3 High,3 High,1,34.6875,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,44.14772727,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,48.5625,
P-n51-k10.vrp,51,777,15,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,32.375,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,3 High,3 High,3 High,1,32.375,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,28.56617647,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,29.43181818,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,27.75,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,42.22826087,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,46.25,
P-n51-k10.vrp,51,777,15,1,1 Low,0 V. Low,2 Medium,2 Medium,2 Medium,1,35.97222222,
P-n51-k10.vrp,51,777,15,1,1 Low,0 V. Low,3 High,3 High,3 High,1,34.6875,
P-n51-k10.vrp,51,777,15,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,33.49137931,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,3 High,3 High,3 High,1,30.3515625,
P-n51-k10.vrp,51,777,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,57.13235294,
P-n51-k10.vrp,51,777,15,1,3 High,0 V. Low,3 High,3 High,3 High,1,31.33064516,
