0,1,2,3,4,5,6,7,8,9,,,,,,,
D,2442.589767,T,2604,cBag=3.7819601064311854,,,,,,,,,,,,
D,2498.625278,T,2519,cBag=3.7685188643289695,,,,,,,,,,,,
D,2517.516183,T,2559,cBag=3.3595230288882143,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n55-k7.vrp,n,11,obj0Min,2195.565603,obj0Max,2557.262974,obj1Min,2302,obj1Max,3679,obj2Min,1.820773603,obj2Max,2.369175792
D,2195.565603,T,3679,cBag=2.3691757922405547,,,,,,,,,,,,
D,2277.317043,T,2414,cBag=1.8207736027087003,,,,,,,,,,,,
D,2273.939936,T,2330,cBag=1.9616612019753645,,,,,,,,,,,,
D,2213.744075,T,2489,cBag=1.9854203999512583,,,,,,,,,,,,
D,2195.750699,T,3022,cBag=1.9283136580925342,,,,,,,,,,,,
D,2273.041009,T,2431,cBag=1.9809460633993263,,,,,,,,,,,,
D,2211.081293,T,2879,cBag=1.9025878227400095,,,,,,,,,,,,
D,2267.066347,T,2655,cBag=1.865879810514388,,,,,,,,,,,,
D,2557.262974,T,2302,cBag=1.9880995853904557,,,,,,,,,,,,
D,2540.254898,T,2325,cBag=2.3053837073053494,,,,,,,,,,,,
D,2505.626241,T,2353,cBag=1.8347008351003333,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n55-k8.vrp,n,24,obj0Min,2220.658376,obj0Max,2728.374155,obj1Min,2445,obj1Max,3192,obj2Min,1.898811927,obj2Max,2.667736456
D,2685.145535,T,2582,cBag=1.8988119266216035,,,,,,,,,,,,
D,2699.560676,T,2516,cBag=2.0451522064230288,,,,,,,,,,,,
D,2291.134624,T,2773,cBag=2.2060103176267587,,,,,,,,,,,,
D,2357.891138,T,2619,cBag=2.1839474694347762,,,,,,,,,,,,
D,2525.124887,T,2564,cBag=2.0347788980220907,,,,,,,,,,,,
D,2495.868275,T,2609,cBag=2.040131082716997,,,,,,,,,,,,
D,2346.167032,T,2636,cBag=2.1858939949796854,,,,,,,,,,,,
D,2306.081428,T,2796,cBag=2.0547135576901647,,,,,,,,,,,,
D,2322.917841,T,2700,cBag=2.667736456239262,,,,,,,,,,,,
D,2442.998238,T,2577,cBag=2.5002214911794924,,,,,,,,,,,,
D,2220.658376,T,3192,cBag=2.12112958734872,,,,,,,,,,,,
D,2351.210831,T,2695,cBag=2.0403950740642314,,,,,,,,,,,,
D,2221.962062,T,3038,cBag=2.091717429209325,,,,,,,,,,,,
D,2250.811833,T,2922,cBag=2.2300815589679788,,,,,,,,,,,,
D,2281.424483,T,2897,cBag=2.5434996780059667,,,,,,,,,,,,
D,2279.178405,T,3003,cBag=2.0914240627655536,,,,,,,,,,,,
D,2301.960222,T,2985,cBag=2.090527203484712,,,,,,,,,,,,
D,2566.934463,T,2777,cBag=1.9229667295683117,,,,,,,,,,,,
D,2728.374155,T,2445,cBag=2.0347598619803486,,,,,,,,,,,,
D,2651.006044,T,2615,cBag=1.9013125788503524,,,,,,,,,,,,
D,2684.052956,T,2542,cBag=2.2057909749482927,,,,,,,,,,,,
D,2569.881225,T,2544,cBag=2.50813445615889,,,,,,,,,,,,
D,2640.906021,T,2493,cBag=2.506320541732524,,,,,,,,,,,,
D,2497.427159,T,2563,cBag=2.346256216495729,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n55-k10.vrp,n,7,obj0Min,2293.530675,obj0Max,2424.060064,obj1Min,2299,obj1Max,2682,obj2Min,2.300014422,obj2Max,2.47665552
D,2350.595343,T,2299,cBag=2.4364871930627596,,,,,,,,,,,,
D,2361.367458,T,2403,cBag=2.3002687068754604,,,,,,,,,,,,
D,2412.507601,T,2379,cBag=2.3014044043323576,,,,,,,,,,,,
D,2424.060064,T,2365,cBag=2.3000144217503657,,,,,,,,,,,,
D,2348.562748,T,2548,cBag=2.326662035951035,,,,,,,,,,,,
D,2327.137192,T,2522,cBag=2.4766555196554707,,,,,,,,,,,,
D,2293.530675,T,2682,cBag=2.346202580615705,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n55-k15.vrp,n,13,obj0Min,2439.838775,obj0Max,2712.557781,obj1Min,2640,obj1Max,3516,obj2Min,3.329529041,obj2Max,4.023485317
D,2617.191118,T,3027,cBag=3.5504907492896534,,,,,,,,,,,,
D,2679.206088,T,2898,cBag=3.5326939657198166,,,,,,,,,,,,
D,2712.557781,T,2640,cBag=3.329529040636471,,,,,,,,,,,,
D,2664.25578,T,2991,cBag=3.548865572213896,,,,,,,,,,,,
D,2498.04872,T,3101,cBag=4.02348531694876,,,,,,,,,,,,
D,2499.334514,T,3243,cBag=3.8934953341128327,,,,,,,,,,,,
D,2439.838775,T,3516,cBag=3.7818245073205254,,,,,,,,,,,,
D,2473.656339,T,3381,cBag=3.7597099727781815,,,,,,,,,,,,
D,2528.688634,T,2773,cBag=3.649190566350754,,,,,,,,,,,,
D,2511.587504,T,3044,cBag=3.541896101653656,,,,,,,,,,,,
D,2518.603321,T,2854,cBag=3.6636051713998223,,,,,,,,,,,,
D,2511.767261,T,3034,cBag=3.539996899696563,,,,,,,,,,,,
D,2518.573809,T,3002,cBag=4.006788038013178,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n60-k10.vrp,n,7,obj0Min,2625.710454,obj0Max,2909.333478,obj1Min,2805,obj1Max,3554,obj2Min,2.393154473,obj2Max,2.777784941
D,2894.591708,T,2805,cBag=2.5288070810273524,,,,,,,,,,,,
D,2909.333478,T,2885,cBag=2.3998165934399567,,,,,,,,,,,,
D,2794.278219,T,2880,cBag=2.5316847897451678,,,,,,,,,,,,
D,2644.063245,T,3023,cBag=2.396786066737341,,,,,,,,,,,,
D,2704.698269,T,2941,cBag=2.5332007914709904,,,,,,,,,,,,
D,2784.933098,T,2920,cBag=2.3931544730891767,,,,,,,,,,,,
D,2625.710454,T,3554,cBag=2.777784941017953,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n60-k15.vrp,n,11,obj0Min,2718.819344,obj0Max,2841.603605,obj1Min,2825,obj1Max,3569,obj2Min,3.105350636,obj2Max,3.449912745
D,2737.212828,T,3436,cBag=3.3469611118837723,,,,,,,,,,,,
D,2773.483887,T,3129,cBag=3.2965587431607193,,,,,,,,,,,,
D,2771.899846,T,3320,cBag=3.185460566088684,,,,,,,,,,,,
D,2754.319383,T,3200,cBag=3.307103498920196,,,,,,,,,,,,
D,2788.965647,T,3019,cBag=3.134134903648375,,,,,,,,,,,,
D,2718.819344,T,3569,cBag=3.368520161606697,,,,,,,,,,,,
D,2841.603605,T,2825,cBag=3.105350636478401,,,,,,,,,,,,
D,2812.184448,T,2904,cBag=3.1162483071986693,,,,,,,,,,,,
D,2775.889609,T,2966,cBag=3.2680591571785973,,,,,,,,,,,,
D,2759.837021,T,3111,cBag=3.436596941272753,,,,,,,,,,,,
D,2726.504723,T,3206,cBag=3.4499127447754443,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n65-k10.vrp,n,17,obj0Min,2922.914772,obj0Max,3197.146397,obj1Min,3199,obj1Max,4333,obj2Min,2.311621106,obj2Max,2.605890917
D,2990.615757,T,4015,cBag=2.4256784606492485,,,,,,,,,,,,
D,2922.914772,T,4333,cBag=2.6058909174107856,,,,,,,,,,,,
D,3067.961949,T,3894,cBag=2.413249834272584,,,,,,,,,,,,
D,2963.821577,T,4129,cBag=2.4418106025498054,,,,,,,,,,,,
D,3108.681588,T,3626,cBag=2.373187650389491,,,,,,,,,,,,
D,3127.392589,T,3430,cBag=2.3428260319131056,,,,,,,,,,,,
D,3197.146397,T,3199,cBag=2.311621106195878,,,,,,,,,,,,
D,3152.684086,T,3305,cBag=2.3247449040306263,,,,,,,,,,,,
D,3062.604981,T,3308,cBag=2.451127795574054,,,,,,,,,,,,
D,3034.553391,T,3499,cBag=2.4797725568114135,,,,,,,,,,,,
D,3023.063544,T,4001,cBag=2.426495844688567,,,,,,,,,,,,
D,3093.732631,T,3752,cBag=2.3924255273613824,,,,,,,,,,,,
D,3069.302094,T,3782,cBag=2.395002744032173,,,,,,,,,,,,
D,3017.134858,T,3596,cBag=2.494015404776703,,,,,,,,,,,,
D,2948.593311,T,3633,cBag=2.493507315297618,,,,,,,,,,,,
D,3061.089151,T,3328,cBag=2.45426368393967,,,,,,,,,,,,
D,3157.972082,T,3212,cBag=2.444530544329909,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n70-k10.vrp,n,4,obj0Min,3177.894767,obj0Max,3317.494506,obj1Min,3430,obj1Max,3780,obj2Min,2.192038734,obj2Max,2.357816975
D,3177.894767,T,3780,cBag=2.357816974639275,,,,,,,,,,,,
D,3238.535322,T,3705,cBag=2.3517963691362427,,,,,,,,,,,,
D,3239.056943,T,3636,cBag=2.2164277702783046,,,,,,,,,,,,
D,3317.494506,T,3430,cBag=2.192038733625866,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n76-k4.vrp,n,5,obj0Min,3326.452958,obj0Max,3544.289293,obj1Min,3524,obj1Max,3810,obj2Min,1.807244756,obj2Max,2.016393784
D,3544.289293,T,3692,cBag=1.8072447560371248,,,,,,,,,,,,
D,3444.622882,T,3726,cBag=1.923915599073238,,,,,,,,,,,,
D,3466.334376,T,3524,cBag=2.0163937844703446,,,,,,,,,,,,
D,3505.34131,T,3782,cBag=1.8171003909943275,,,,,,,,,,,,
D,3326.452958,T,3810,cBag=1.9260960382086532,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n76-k5.vrp,n,17,obj0Min,3310.042133,obj0Max,3904.099744,obj1Min,3548,obj1Max,4925,obj2Min,1.726560713,obj2Max,2.491366841
D,3481.265815,T,4153,cBag=1.9896686952399385,,,,,,,,,,,,
D,3730.008577,T,3661,cBag=1.8186297679994459,,,,,,,,,,,,
D,3701.100958,T,3870,cBag=1.7265607127142024,,,,,,,,,,,,
D,3661.108055,T,3583,cBag=1.9215173331889392,,,,,,,,,,,,
D,3904.099744,T,3778,cBag=1.7304836290857497,,,,,,,,,,,,
D,3646.57946,T,3665,cBag=1.8120599683767586,,,,,,,,,,,,
D,3665.079677,T,3548,cBag=1.9167260426897392,,,,,,,,,,,,
D,3573.018678,T,3722,cBag=1.8141079071013342,,,,,,,,,,,,
D,3559.498645,T,3762,cBag=2.0592825084236632,,,,,,,,,,,,
D,3572.829105,T,3962,cBag=1.8492822619154645,,,,,,,,,,,,
D,3317.743886,T,4685,cBag=2.2941173275032476,,,,,,,,,,,,
D,3405.336505,T,4339,cBag=2.4913668409507244,,,,,,,,,,,,
D,3459.656024,T,4111,cBag=2.4625951281761553,,,,,,,,,,,,
D,3479.950583,T,4310,cBag=2.0125764063143414,,,,,,,,,,,,
D,3472.139508,T,4336,cBag=2.0157187114832977,,,,,,,,,,,,
D,3310.042133,T,4925,cBag=2.208412704928428,,,,,,,,,,,,
D,3341.567117,T,4364,cBag=2.0086241588641327,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,7,P-n101-k4.vrp,n,14,obj0Min,4925.347575,obj0Max,5300.710233,obj1Min,5506,obj1Max,6068,obj2Min,2.427697598,obj2Max,2.951457636
D,5228.105014,T,5519,cBag=2.5263980017947594,,,,,,,,,,,,
D,5213.912602,T,5680,cBag=2.4348612993394414,,,,,,,,,,,,
D,5300.710233,T,5577,cBag=2.4276975975675636,,,,,,,,,,,,
D,4936.386668,T,5736,cBag=2.645238161943059,,,,,,,,,,,,
D,5086.103122,T,5611,cBag=2.640105668906976,,,,,,,,,,,,
D,4955.504294,T,5506,cBag=2.840187930288508,,,,,,,,,,,,
D,4933.548996,T,5510,cBag=2.9514576355035085,,,,,,,,,,,,
D,4996.296608,T,5850,cBag=2.5532007566232378,,,,,,,,,,,,
D,5067.277665,T,5748,cBag=2.544904997841054,,,,,,,,,,,,
D,4925.347575,T,6068,cBag=2.577411293780248,,,,,,,,,,,,
D,5142.572835,T,5705,cBag=2.5450487117407707,,,,,,,,,,,,
D,5185.290991,T,5599,cBag=2.6464190987162506,,,,,,,,,,,,
D,5037.08861,T,5770,cBag=2.545500251966511,,,,,,,,,,,,
D,5059.525441,T,5892,cBag=2.45155313892713,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n32-k5.vrp,n,9,obj0Min,2627.57588,obj0Max,3741.92938,obj1Min,2418,obj1Max,2617,obj2Min,4.030479957,obj2Max,5.047331067
D,2641.852842,T,2617,cBag=4.030479957449577,,,,,,,,,,,,
D,2680.583407,T,2511,cBag=4.38982502100615,,,,,,,,,,,,
D,2776.968446,T,2495,cBag=4.409525141914624,,,,,,,,,,,,
D,2668.260982,T,2501,cBag=4.781430572799301,,,,,,,,,,,,
D,2764.646021,T,2493,cBag=4.805033132732166,,,,,,,,,,,,
D,2627.57588,T,2550,cBag=4.393722873201477,,,,,,,,,,,,
D,2866.031784,T,2607,cBag=4.089574923701008,,,,,,,,,,,,
D,3741.92938,T,2418,cBag=5.047331067003614,,,,,,,,,,,,
D,2866.754404,T,2469,cBag=4.42246406164186,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n33-k5.vrp,n,15,obj0Min,1892.537184,obj0Max,2431.629074,obj1Min,2088,obj1Max,2785,obj2Min,3.60560673,obj2Max,4.176293387
D,2386.624616,T,2629,cBag=3.6435764126816226,,,,,,,,,,,,
D,2383.057674,T,2658,cBag=3.655645174556559,,,,,,,,,,,,
D,2389.669699,T,2607,cBag=3.6345097640417636,,,,,,,,,,,,
D,2431.629074,T,2518,cBag=3.605606730302883,,,,,,,,,,,,
D,1979.37727,T,2371,cBag=3.7887604047887464,,,,,,,,,,,,
D,1977.581338,T,2407,cBag=3.804432772584528,,,,,,,,,,,,
D,1975.389921,T,2549,cBag=3.8675350242125637,,,,,,,,,,,,
D,2004.301196,T,2088,cBag=3.6683929145181877,,,,,,,,,,,,
D,1973.59399,T,2585,cBag=3.883207392008345,,,,,,,,,,,,
D,2002.936564,T,2345,cBag=4.150994569356432,,,,,,,,,,,,
D,1892.537184,T,2466,cBag=4.176293386910953,,,,,,,,,,,,
D,1929.031024,T,2395,cBag=4.154028317956105,,,,,,,,,,,,
D,2216.135838,T,2774,cBag=3.663874199750776,,,,,,,,,,,,
D,2322.95541,T,2718,cBag=3.666784266637582,,,,,,,,,,,,
D,2118.332482,T,2785,cBag=3.643150000762031,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n33-k6.vrp,n,8,obj0Min,1913.448797,obj0Max,2234.220551,obj1Min,2002,obj1Max,2564,obj2Min,3.154165997,obj2Max,4.633569611
D,2021.890251,T,2331,cBag=4.633569610595738,,,,,,,,,,,,
D,2146.378189,T,2538,cBag=3.2213054493059103,,,,,,,,,,,,
D,1913.448797,T,2517,cBag=3.466309628934947,,,,,,,,,,,,
D,1925.595402,T,2391,cBag=3.725498450994772,,,,,,,,,,,,
D,1998.574254,T,2564,cBag=3.198952287833665,,,,,,,,,,,,
D,2234.220551,T,2305,cBag=3.1541659971091134,,,,,,,,,,,,
D,2184.543606,T,2409,cBag=3.1818698741687954,,,,,,,,,,,,
D,2037.087543,T,2002,cBag=3.3026603374588666,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n34-k5.vrp,n,4,obj0Min,2148.618954,obj0Max,2409.396169,obj1Min,2321,obj1Max,2507,obj2Min,3.404563808,obj2Max,4.071279169
D,2409.396169,T,2321,cBag=3.404563808155361,,,,,,,,,,,,
D,2276.261155,T,2507,cBag=3.8080925112101176,,,,,,,,,,,,
D,2372.913147,T,2471,cBag=3.8170235612631487,,,,,,,,,,,,
D,2148.618954,T,2367,cBag=4.071279168809796,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n36-k5.vrp,n,1,obj0Min,2701.542648,obj0Max,2701.542648,obj1Min,2759,obj1Max,2759,obj2Min,4.189774864,obj2Max,4.189774864
D,2701.542648,T,2759,cBag=4.18977486392406,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n37-k5.vrp,n,10,obj0Min,2193.972703,obj0Max,2835.439499,obj1Min,1735,obj1Max,2656,obj2Min,3.863383761,obj2Max,4.627316038
D,2835.439499,T,1735,cBag=4.085372042770759,,,,,,,,,,,,
D,2339.17823,T,2228,cBag=4.184972611471802,,,,,,,,,,,,
D,2470.061459,T,2317,cBag=3.863383760897012,,,,,,,,,,,,
D,2254.182825,T,2417,cBag=4.253413735811627,,,,,,,,,,,,
D,2235.193398,T,2369,cBag=4.6273160381735545,,,,,,,,,,,,
D,2241.353194,T,2483,cBag=4.282158043371026,,,,,,,,,,,,
D,2210.737151,T,2635,cBag=4.348049746203317,,,,,,,,,,,,
D,2391.14611,T,2564,cBag=3.9620739431899348,,,,,,,,,,,,
D,2318.063965,T,2650,cBag=3.9833255131777343,,,,,,,,,,,,
D,2193.972703,T,2656,cBag=4.353549892564888,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n37-k6.vrp,n,14,obj0Min,2649.726171,obj0Max,3101.136963,obj1Min,2856,obj1Max,3627,obj2Min,3.652689517,obj2Max,4.405996425
D,3101.136963,T,2856,cBag=3.6526895169199842,,,,,,,,,,,,
D,2729.048118,T,3242,cBag=3.999471280303174,,,,,,,,,,,,
D,2651.053606,T,3466,cBag=4.062058371753104,,,,,,,,,,,,
D,2651.798166,T,3411,cBag=4.330632255176109,,,,,,,,,,,,
D,2789.525515,T,2899,cBag=4.179253482856477,,,,,,,,,,,,
D,2649.726171,T,3627,cBag=4.405996424651205,,,,,,,,,,,,
D,2796.772427,T,3041,cBag=3.942846270114953,,,,,,,,,,,,
D,2717.763098,T,3322,cBag=3.7375057586377354,,,,,,,,,,,,
D,2828.591905,T,3109,cBag=3.6855179874608472,,,,,,,,,,,,
D,2959.126916,T,3048,cBag=3.6909085073137464,,,,,,,,,,,,
D,2990.920573,T,3008,cBag=3.683399486122644,,,,,,,,,,,,
D,2977.301693,T,3016,cBag=3.68341104921898,,,,,,,,,,,,
D,2900.461817,T,3055,cBag=3.681322864088686,,,,,,,,,,,,
D,2970.357411,T,3040,cBag=3.9781259949322783,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n38-k5.vrp,n,7,obj0Min,2382.293542,obj0Max,2660.638453,obj1Min,2491,obj1Max,3115,obj2Min,3.728679208,obj2Max,4.829704156
D,2478.586378,T,2825,cBag=3.82327360967638,,,,,,,,,,,,
D,2490.752594,T,2768,cBag=4.1434886767779515,,,,,,,,,,,,
D,2422.971787,T,2818,cBag=4.829704156210964,,,,,,,,,,,,
D,2660.638453,T,2491,cBag=3.7286792078339435,,,,,,,,,,,,
D,2616.185236,T,2519,cBag=4.070465015827366,,,,,,,,,,,,
D,2382.293542,T,3115,cBag=4.261389489418678,,,,,,,,,,,,
D,2440.581677,T,2861,cBag=4.169954378887048,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n39-k5.vrp,n,5,obj0Min,2527.315705,obj0Max,3121.339817,obj1Min,2658,obj1Max,2970,obj2Min,4.01978265,obj2Max,4.249868954
D,2527.315705,T,2686,cBag=4.1703072367949625,,,,,,,,,,,,
D,2579.667523,T,2684,cBag=4.18236021088155,,,,,,,,,,,,
D,3121.339817,T,2801,cBag=4.019782649692443,,,,,,,,,,,,
D,2912.393405,T,2970,cBag=4.0394737440772674,,,,,,,,,,,,
D,2898.185923,T,2658,cBag=4.2498689537737135,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n39-k6.vrp,n,13,obj0Min,2808.181082,obj0Max,3950.836777,obj1Min,2531,obj1Max,3726,obj2Min,3.909216545,obj2Max,5.78280834
D,2815.267144,T,3241,cBag=4.664612653653392,,,,,,,,,,,,
D,2808.181082,T,3726,cBag=5.782808339639681,,,,,,,,,,,,
D,2870.671252,T,3043,cBag=4.289864137828319,,,,,,,,,,,,
D,2863.86024,T,3021,cBag=4.591771194099269,,,,,,,,,,,,
D,3950.836777,T,3050,cBag=3.9092165454394086,,,,,,,,,,,,
D,3641.530701,T,2691,cBag=4.015701695740583,,,,,,,,,,,,
D,2970.94138,T,3242,cBag=4.076045896288237,,,,,,,,,,,,
D,3321.532004,T,2531,cBag=4.195473848863798,,,,,,,,,,,,
D,3052.045035,T,2913,cBag=4.280778078066208,,,,,,,,,,,,
D,3027.96468,T,2999,cBag=4.3081214211407906,,,,,,,,,,,,
D,3023.75833,T,2945,cBag=4.598440541147368,,,,,,,,,,,,
D,3151.48509,T,3141,cBag=4.077801816547776,,,,,,,,,,,,
D,3631.535707,T,2716,cBag=4.022984178202914,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n44-k7.vrp,n,11,obj0Min,3188.168436,obj0Max,3508.650105,obj1Min,3279,obj1Max,4214,obj2Min,3.920479871,obj2Max,5.010202995
D,3415.651615,T,3362,cBag=4.182510945622788,,,,,,,,,,,,
D,3407.730417,T,3367,cBag=4.4703586995647955,,,,,,,,,,,,
D,3508.650105,T,3279,cBag=4.460196600454297,,,,,,,,,,,,
D,3294.266184,T,3856,cBag=4.330928321881949,,,,,,,,,,,,
D,3247.409353,T,3986,cBag=4.366924376067896,,,,,,,,,,,,
D,3230.719985,T,3700,cBag=4.550867084722189,,,,,,,,,,,,
D,3351.055783,T,3473,cBag=3.9204798711649556,,,,,,,,,,,,
D,3301.878256,T,3408,cBag=4.175297817408172,,,,,,,,,,,,
D,3347.859872,T,3680,cBag=3.992455447316522,,,,,,,,,,,,
D,3220.118092,T,4024,cBag=4.950094415406475,,,,,,,,,,,,
D,3188.168436,T,4214,cBag=5.010202994758752,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n45-k6.vrp,n,19,obj0Min,3367.041983,obj0Max,4459.971748,obj1Min,3355,obj1Max,4337,obj2Min,3.96865098,obj2Max,4.722028864
D,4459.971748,T,3542,cBag=4.287043329698939,,,,,,,,,,,,
D,3772.372404,T,3603,cBag=4.171952059505968,,,,,,,,,,,,
D,3514.011701,T,3654,cBag=4.138177688092322,,,,,,,,,,,,
D,3614.1754,T,3358,cBag=4.611228535962935,,,,,,,,,,,,
D,3496.243888,T,4086,cBag=4.280371897053919,,,,,,,,,,,,
D,3417.291915,T,4172,cBag=4.293799585159956,,,,,,,,,,,,
D,3367.041983,T,4337,cBag=4.339534421623067,,,,,,,,,,,,
D,3386.906622,T,4180,cBag=4.567062520636142,,,,,,,,,,,,
D,3468.797088,T,3876,cBag=4.4806901506167405,,,,,,,,,,,,
D,3750.458868,T,3471,cBag=4.399668950403713,,,,,,,,,,,,
D,3498.241014,T,3490,cBag=4.356313994364151,,,,,,,,,,,,
D,3487.430316,T,3498,cBag=4.356879168551764,,,,,,,,,,,,
D,4033.041623,T,3593,cBag=4.2200098986905,,,,,,,,,,,,
D,4070.327913,T,3558,cBag=4.215562168268063,,,,,,,,,,,,
D,3666.7524,T,3882,cBag=3.968650979505957,,,,,,,,,,,,
D,4036.114351,T,3355,cBag=4.6934660693051775,,,,,,,,,,,,
D,3396.265953,T,3814,cBag=4.722028864304994,,,,,,,,,,,,
D,3917.884801,T,3433,cBag=4.419886208648702,,,,,,,,,,,,
D,4042.546866,T,3571,cBag=4.214465401870223,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n45-k7.vrp,n,6,obj0Min,3294.814886,obj0Max,3673.289225,obj1Min,3533,obj1Max,3771,obj2Min,3.665259999,obj2Max,4.098885397
D,3673.289225,T,3730,cBag=3.6652599989024077,,,,,,,,,,,,
D,3309.630046,T,3681,cBag=3.8413670589831224,,,,,,,,,,,,
D,3297.176789,T,3771,cBag=3.867460069900663,,,,,,,,,,,,
D,3392.355115,T,3663,cBag=3.850955123801867,,,,,,,,,,,,
D,3427.614991,T,3533,cBag=3.8164526087051023,,,,,,,,,,,,
D,3294.814886,T,3686,cBag=4.098885396862251,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n46-k7.vrp,n,7,obj0Min,3187.902484,obj0Max,3321.107153,obj1Min,3215,obj1Max,3675,obj2Min,3.886516645,obj2Max,5.029472022
D,3302.32162,T,3392,cBag=5.029472022486284,,,,,,,,,,,,
D,3270.955302,T,3438,cBag=3.95074920459074,,,,,,,,,,,,
D,3314.227166,T,3270,cBag=3.903423844766779,,,,,,,,,,,,
D,3312.998842,T,3423,cBag=3.95393178190189,,,,,,,,,,,,
D,3187.902484,T,3675,cBag=4.285214909792149,,,,,,,,,,,,
D,3221.303202,T,3471,cBag=4.224033954630171,,,,,,,,,,,,
D,3321.107153,T,3215,cBag=3.8865166449451674,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n48-k7.vrp,n,5,obj0Min,3802.816848,obj0Max,3983.485191,obj1Min,3813,obj1Max,4241,obj2Min,3.933335092,obj2Max,4.566208104
D,3983.485191,T,4241,cBag=3.933335091682347,,,,,,,,,,,,
D,3822.431444,T,3813,cBag=4.290454439266048,,,,,,,,,,,,
D,3814.070711,T,3861,cBag=4.56620810414014,,,,,,,,,,,,
D,3944.468006,T,3865,cBag=4.067895777396456,,,,,,,,,,,,
D,3802.816848,T,4111,cBag=4.381996120142106,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n53-k7.vrp,n,6,obj0Min,4026.498138,obj0Max,4539.885602,obj1Min,3871,obj1Max,4301,obj2Min,3.947841288,obj2Max,4.22704206
D,4026.498138,T,4301,cBag=3.9808739189105293,,,,,,,,,,,,
D,4539.885602,T,3891,cBag=3.94784128827631,,,,,,,,,,,,
D,4468.589025,T,3988,cBag=3.9644953552663957,,,,,,,,,,,,
D,4379.687583,T,3871,cBag=4.16057748082455,,,,,,,,,,,,
D,4215.489375,T,4266,cBag=4.003632917034653,,,,,,,,,,,,
D,4044.067756,T,4288,cBag=4.227042059501144,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,A-n54-k7.vrp,n,18,obj0Min,4393.361165,obj0Max,5930.964518,obj1Min,4625,obj1Max,5675,obj2Min,4.623644291,obj2Max,6.65720271
D,5930.964518,T,4625,cBag=4.62619259874927,,,,,,,,,,,,
D,5354.90434,T,5023,cBag=4.644430205926773,,,,,,,,,,,,
D,4506.565686,T,5202,cBag=4.794720755182451,,,,,,,,,,,,
D,4754.833935,T,4774,cBag=4.710187698626171,,,,,,,,,,,,
D,4628.899101,T,4978,cBag=4.994291771060656,,,,,,,,,,,,
D,4631.758394,T,4834,cBag=4.706600496463122,,,,,,,,,,,,
D,4594.196799,T,5063,cBag=4.768491816858839,,,,,,,,,,,,
D,4777.376547,T,4762,cBag=4.710542684517994,,,,,,,,,,,,
D,4536.412627,T,5149,cBag=4.784096079837375,,,,,,,,,,,,
D,5185.223896,T,5117,cBag=4.642856794965709,,,,,,,,,,,,
D,5080.497682,T,4663,cBag=4.733958488450321,,,,,,,,,,,,
D,5189.897696,T,5050,cBag=4.623644290711626,,,,,,,,,,,,
